customer_id,segment,region,sla_hours,full_order_required,penalty_pct,priority_weight,scheduled_window,size_factor
C-00097,VAR,SE,72,0,0.0,3,0,4.976
C-00098,VAR,SE,72,0,0.0,3,0,3.438
C-00099,VAR,S,72,0,0.0,3,0,1.033
C-00100,VAR,N,72,0,0.0,3,0,3.096
C-00101,VAR,N,72,0,0.0,3,0,5.106
C-00102,VAR,NE,72,0,0.0,3,0,1.12
C-00103,VAR,S,72,0,0.0,3,0,1.162
C-00104,VAR,SE,72,0,0.0,3,0,1.038
C-00105,VAR,SE,72,0,0.0,3,0,12.0
C-00106,VAR,SE,72,0,0.0,3,0,2.606
C-00107,VAR,S,72,0,0.0,3,0,1.41
C-00108,VAR,N,72,0,0.0,3,0,12.0
C-00109,VAR,S,72,0,0.0,3,0,2.208
C-00110,VAR,SE,72,0,0.0,3,0,1.246
C-00111,VAR,N,72,0,0.0,3,0,1.718
C-00112,VAR,S,72,0,0.0,3,0,2.366
C-00113,VAR,SE,72,0,0.0,3,0,1.731
C-00114,VAR,S,72,0,0.0,3,0,3.311
C-00115,VAR,SE,72,0,0.0,3,0,7.569
C-00116,VAR,SE,72,0,0.0,3,0,1.137
C-00117,VAR,S,72,0,0.0,3,0,2.02
C-00118,VAR,SE,72,0,0.0,3,0,1.083
C-00119,VAR,NE,72,0,0.0,3,0,1.193
C-00120,VAR,S,72,0,0.0,3,0,1.829
C-00121,VAR,SE,72,0,0.0,3,0,1.729
C-00122,VAR,S,72,0,0.0,3,0,5.504
C-00123,VAR,SE,72,0,0.0,3,0,2.197
C-00124,VAR,SE,72,0,0.0,3,0,1.37
C-00125,VAR,CO,72,0,0.0,3,0,1.25
C-00126,VAR,SE,72,0,0.0,3,0,2.39
C-00127,VAR,SE,72,0,0.0,3,0,1.467
C-00128,VAR,N,72,0,0.0,3,0,12.0
C-00129,VAR,SE,72,0,0.0,3,0,1.162
C-00130,VAR,SE,72,0,0.0,3,0,5.429
C-00131,VAR,NE,72,0,0.0,3,0,3.749
C-00132,VAR,SE,72,0,0.0,3,0,1.113
C-00133,VAR,NE,72,0,0.0,3,0,2.138
C-00134,VAR,S,72,0,0.0,3,0,12.0
C-00135,VAR,CO,72,0,0.0,3,0,1.005
C-00136,VAR,NE,72,0,0.0,3,0,1.249
C-00137,VAR,CO,72,0,0.0,3,0,5.739
C-00138,VAR,SE,72,0,0.0,3,0,1.08
C-00139,VAR,SE,72,0,0.0,3,0,1.655
C-00140,VAR,SE,72,0,0.0,3,0,1.787
C-00141,VAR,CO,72,0,0.0,3,0,1.153
C-00142,VAR,S,72,0,0.0,3,0,1.211
C-00143,VAR,S,72,0,0.0,3,0,4.364
C-00144,VAR,NE,72,0,0.0,3,0,1.062
C-00145,VAR,SE,72,0,0.0,3,0,1.224
C-00146,VAR,SE,72,0,0.0,3,0,2.513
C-00147,VAR,S,72,0,0.0,3,0,1.209
C-00148,VAR,CO,72,0,0.0,3,0,1.651
C-00149,VAR,SE,72,0,0.0,3,0,1.006
C-00150,VAR,SE,72,0,0.0,3,0,3.825
C-00151,VAR,NE,72,0,0.0,3,0,1.637
C-00152,VAR,NE,72,0,0.0,3,0,1.726
C-00153,VAR,SE,72,0,0.0,3,0,1.089
C-00154,VAR,SE,72,0,0.0,3,0,4.19
C-00155,VAR,NE,72,0,0.0,3,0,3.428
C-00156,VAR,NE,72,0,0.0,3,0,1.159
C-00157,VAR,SE,72,0,0.0,3,0,1.07
C-00158,VAR,NE,72,0,0.0,3,0,3.846
C-00159,VAR,SE,72,0,0.0,3,0,1.833
C-00160,VAR,SE,72,0,0.0,3,0,5.264
C-00161,VAR,NE,72,0,0.0,3,0,10.344
C-00162,VAR,NE,72,0,0.0,3,0,3.791
C-00163,VAR,SE,72,0,0.0,3,0,2.302
C-00164,VAR,SE,72,0,0.0,3,0,5.309
C-00165,VAR,NE,72,0,0.0,3,0,3.481
C-00166,VAR,NE,72,0,0.0,3,0,1.214
C-00167,VAR,NE,72,0,0.0,3,0,1.074
C-00168,VAR,NE,72,0,0.0,3,0,3.396
C-00169,VAR,SE,72,0,0.0,3,0,2.886
C-00170,VAR,S,72,0,0.0,3,0,1.256
C-00171,VAR,NE,72,0,0.0,3,0,1.175
C-00172,VAR,SE,72,0,0.0,3,0,1.144
C-00173,VAR,SE,72,0,0.0,3,0,3.485
C-00174,VAR,N,72,0,0.0,3,0,1.227
C-00175,VAR,S,72,0,0.0,3,0,1.376
C-00176,VAR,N,72,0,0.0,3,0,1.616
C-00177,VAR,NE,72,0,0.0,3,0,1.08
C-00178,VAR,N,72,0,0.0,3,0,1.131
C-00179,VAR,N,72,0,0.0,3,0,1.213
C-00180,VAR,SE,72,0,0.0,3,0,1.428
C-00181,VAR,CO,72,0,0.0,3,0,1.265
C-00182,VAR,S,72,0,0.0,3,0,1.565
C-00183,VAR,SE,72,0,0.0,3,0,1.711
C-00184,VAR,SE,72,0,0.0,3,0,2.162
C-00185,VAR,SE,72,0,0.0,3,0,5.072
C-00186,VAR,S,72,0,0.0,3,0,2.213
C-00187,VAR,CO,72,0,0.0,3,0,2.002
C-00188,VAR,SE,72,0,0.0,3,0,1.046
C-00189,VAR,CO,72,0,0.0,3,0,1.285
C-00190,VAR,SE,72,0,0.0,3,0,3.246
C-00191,VAR,CO,72,0,0.0,3,0,1.25
C-00192,VAR,SE,72,0,0.0,3,0,1.388
C-00193,VAR,SE,72,0,0.0,3,0,1.245
C-00194,VAR,SE,72,0,0.0,3,0,1.406
C-00195,VAR,NE,72,0,0.0,3,0,2.028
C-00196,VAR,NE,72,0,0.0,3,0,1.817
C-00197,VAR,SE,72,0,0.0,3,0,1.642
C-00198,VAR,SE,72,0,0.0,3,0,1.235
C-00199,VAR,SE,72,0,0.0,3,0,1.72
C-00200,VAR,CO,72,0,0.0,3,0,1.478
C-00201,VAR,SE,72,0,0.0,3,0,1.162
C-00202,VAR,S,72,0,0.0,3,0,4.248
C-00203,VAR,NE,72,0,0.0,3,0,1.123
C-00204,VAR,SE,72,0,0.0,3,0,1.573
C-00205,VAR,S,72,0,0.0,3,0,1.291
C-00206,VAR,NE,72,0,0.0,3,0,2.385
C-00207,VAR,CO,72,0,0.0,3,0,1.172
C-00208,VAR,SE,72,0,0.0,3,0,1.016
C-00209,VAR,SE,72,0,0.0,3,0,1.496
C-00210,VAR,NE,72,0,0.0,3,0,1.048
C-00211,VAR,SE,72,0,0.0,3,0,1.861
C-00212,VAR,SE,72,0,0.0,3,0,2.106
C-00213,VAR,S,72,0,0.0,3,0,1.191
C-00214,VAR,CO,72,0,0.0,3,0,1.003
C-00215,VAR,NE,72,0,0.0,3,0,2.506
C-00216,VAR,SE,72,0,0.0,3,0,1.413
C-00217,VAR,SE,72,0,0.0,3,0,7.249
C-00218,VAR,S,72,0,0.0,3,0,1.033
C-00219,VAR,SE,72,0,0.0,3,0,3.25
C-00220,VAR,S,72,0,0.0,3,0,2.747
C-00221,VAR,CO,72,0,0.0,3,0,12.0
C-00222,VAR,S,72,0,0.0,3,0,6.507
C-00223,VAR,NE,72,0,0.0,3,0,1.809
C-00224,VAR,CO,72,0,0.0,3,0,1.551
C-00225,VAR,NE,72,0,0.0,3,0,1.642
C-00226,VAR,NE,72,0,0.0,3,0,2.341
C-00227,VAR,S,72,0,0.0,3,0,1.206
C-00228,VAR,SE,72,0,0.0,3,0,1.886
C-00229,VAR,NE,72,0,0.0,3,0,1.585
C-00230,VAR,S,72,0,0.0,3,0,1.222
C-00231,VAR,SE,72,0,0.0,3,0,1.234
C-00232,VAR,SE,72,0,0.0,3,0,1.272
C-00233,VAR,S,72,0,0.0,3,0,1.098
C-00234,VAR,SE,72,0,0.0,3,0,2.096
C-00235,VAR,CO,72,0,0.0,3,0,1.042
C-00236,VAR,SE,72,0,0.0,3,0,1.631
C-00237,VAR,SE,72,0,0.0,3,0,1.156
C-00238,VAR,SE,72,0,0.0,3,0,4.35
C-00239,VAR,S,72,0,0.0,3,0,2.103
C-00240,VAR,NE,72,0,0.0,3,0,2.476
C-00241,VAR,SE,72,0,0.0,3,0,1.004
C-00242,VAR,SE,72,0,0.0,3,0,2.399
C-00243,VAR,NE,72,0,0.0,3,0,6.799
C-00244,VAR,SE,72,0,0.0,3,0,2.364
C-00245,VAR,S,72,0,0.0,3,0,1.782
C-00246,VAR,SE,72,0,0.0,3,0,1.167
C-00247,VAR,SE,72,0,0.0,3,0,1.019
C-00248,VAR,SE,72,0,0.0,3,0,2.035
C-00249,VAR,SE,72,0,0.0,3,0,1.119
C-00250,VAR,S,72,0,0.0,3,0,1.089
C-00251,VAR,S,72,0,0.0,3,0,1.017
C-00252,VAR,SE,72,0,0.0,3,0,1.681
C-00253,VAR,SE,72,0,0.0,3,0,1.903
C-00254,VAR,SE,72,0,0.0,3,0,1.473
C-00255,VAR,SE,72,0,0.0,3,0,1.347
C-00256,VAR,SE,72,0,0.0,3,0,1.281
C-00257,VAR,NE,72,0,0.0,3,0,1.347
C-00258,VAR,NE,72,0,0.0,3,0,3.048
C-00259,VAR,SE,72,0,0.0,3,0,1.055
C-00260,VAR,SE,72,0,0.0,3,0,1.623
C-00261,VAR,N,72,0,0.0,3,0,1.309
C-00262,VAR,CO,72,0,0.0,3,0,2.585
C-00263,VAR,CO,72,0,0.0,3,0,2.404
C-00264,VAR,NE,72,0,0.0,3,0,1.149
C-00265,VAR,SE,72,0,0.0,3,0,1.109
C-00266,VAR,SE,72,0,0.0,3,0,1.997
C-00267,VAR,S,72,0,0.0,3,0,1.166
C-00268,VAR,CO,72,0,0.0,3,0,2.485
C-00269,VAR,SE,72,0,0.0,3,0,1.793
C-00270,VAR,CO,72,0,0.0,3,0,1.079
C-00271,VAR,NE,72,0,0.0,3,0,8.087
C-00272,VAR,SE,72,0,0.0,3,0,1.016
C-00273,VAR,SE,72,0,0.0,3,0,2.028
C-00274,VAR,N,72,0,0.0,3,0,1.371
C-00275,VAR,CO,72,0,0.0,3,0,1.051
C-00276,VAR,CO,72,0,0.0,3,0,1.853
C-00277,VAR,SE,72,0,0.0,3,0,2.523
C-00278,VAR,NE,72,0,0.0,3,0,1.774
C-00279,VAR,SE,72,0,0.0,3,0,12.0
C-00280,VAR,NE,72,0,0.0,3,0,1.305
C-00281,VAR,SE,72,0,0.0,3,0,1.336
C-00282,VAR,S,72,0,0.0,3,0,1.298
C-00283,VAR,NE,72,0,0.0,3,0,2.944
C-00284,VAR,SE,72,0,0.0,3,0,7.57
C-00285,VAR,S,72,0,0.0,3,0,3.012
C-00286,VAR,CO,72,0,0.0,3,0,1.43
C-00287,VAR,CO,72,0,0.0,3,0,8.197
C-00288,VAR,SE,72,0,0.0,3,0,2.807
C-00289,VAR,S,72,0,0.0,3,0,1.511
C-00290,VAR,SE,72,0,0.0,3,0,2.272
C-00291,VAR,SE,72,0,0.0,3,0,3.297
C-00292,VAR,NE,72,0,0.0,3,0,1.058
C-00293,VAR,NE,72,0,0.0,3,0,1.191
C-00294,VAR,S,72,0,0.0,3,0,1.802
C-00295,VAR,SE,72,0,0.0,3,0,1.018
C-00296,VAR,NE,72,0,0.0,3,0,1.134
C-00297,VAR,SE,72,0,0.0,3,0,2.716
C-00298,VAR,SE,72,0,0.0,3,0,3.769
C-00299,VAR,CO,72,0,0.0,3,0,1.224
C-00300,VAR,SE,72,0,0.0,3,0,6.351
C-00301,VAR,SE,72,0,0.0,3,0,2.216
C-00302,VAR,S,72,0,0.0,3,0,2.428
C-00303,VAR,CO,72,0,0.0,3,0,1.913
C-00304,VAR,S,72,0,0.0,3,0,2.676
C-00305,VAR,SE,72,0,0.0,3,0,1.169
C-00306,VAR,CO,72,0,0.0,3,0,1.257
C-00307,VAR,S,72,0,0.0,3,0,1.493
C-00308,VAR,S,72,0,0.0,3,0,1.414
C-00309,VAR,CO,72,0,0.0,3,0,1.285
C-00310,VAR,CO,72,0,0.0,3,0,1.218
C-00311,VAR,SE,72,0,0.0,3,0,1.084
C-00312,VAR,SE,72,0,0.0,3,0,1.083
C-00313,VAR,S,72,0,0.0,3,0,2.454
C-00314,VAR,SE,72,0,0.0,3,0,1.165
C-00315,VAR,S,72,0,0.0,3,0,2.239
C-00316,VAR,N,72,0,0.0,3,0,1.592
C-00317,VAR,SE,72,0,0.0,3,0,1.068
C-00318,VAR,SE,72,0,0.0,3,0,1.175
C-00319,VAR,SE,72,0,0.0,3,0,1.009
C-00320,VAR,S,72,0,0.0,3,0,1.222
C-00321,VAR,N,72,0,0.0,3,0,1.655
C-00322,VAR,CO,72,0,0.0,3,0,1.088
C-00323,VAR,NE,72,0,0.0,3,0,1.525
C-00324,VAR,NE,72,0,0.0,3,0,1.705
C-00325,VAR,S,72,0,0.0,3,0,1.438
C-00326,VAR,SE,72,0,0.0,3,0,1.034
C-00327,VAR,NE,72,0,0.0,3,0,1.501
C-00328,VAR,NE,72,0,0.0,3,0,1.377
C-00329,VAR,SE,72,0,0.0,3,0,1.86
C-00330,VAR,SE,72,0,0.0,3,0,1.106
C-00331,VAR,S,72,0,0.0,3,0,1.254
C-00332,VAR,N,72,0,0.0,3,0,1.082
C-00333,VAR,NE,72,0,0.0,3,0,1.791
C-00334,VAR,NE,72,0,0.0,3,0,1.173
C-00335,VAR,S,72,0,0.0,3,0,1.454
C-00336,VAR,SE,72,0,0.0,3,0,3.42
C-00337,VAR,N,72,0,0.0,3,0,1.256
C-00338,VAR,S,72,0,0.0,3,0,1.8
C-00339,VAR,CO,72,0,0.0,3,0,6.315
C-00340,VAR,SE,72,0,0.0,3,0,1.16
C-00341,VAR,CO,72,0,0.0,3,0,1.113
C-00342,VAR,SE,72,0,0.0,3,0,1.05
C-00343,VAR,SE,72,0,0.0,3,0,1.454
C-00344,VAR,S,72,0,0.0,3,0,1.24
C-00345,VAR,SE,72,0,0.0,3,0,2.154
C-00346,VAR,CO,72,0,0.0,3,0,1.46
C-00347,VAR,CO,72,0,0.0,3,0,5.002
C-00348,VAR,NE,72,0,0.0,3,0,1.846
C-00349,VAR,CO,72,0,0.0,3,0,5.45
C-00350,VAR,SE,72,0,0.0,3,0,1.635
C-00351,VAR,S,72,0,0.0,3,0,4.455
C-00352,VAR,NE,72,0,0.0,3,0,1.047
C-00353,VAR,SE,72,0,0.0,3,0,1.258
C-00354,VAR,CO,72,0,0.0,3,0,1.693
C-00355,VAR,SE,72,0,0.0,3,0,1.087
C-00356,VAR,CO,72,0,0.0,3,0,2.121
C-00357,VAR,NE,72,0,0.0,3,0,1.543
C-00358,VAR,S,72,0,0.0,3,0,1.054
C-00359,VAR,SE,72,0,0.0,3,0,1.424
C-00360,VAR,SE,72,0,0.0,3,0,1.197
C-00361,VAR,SE,72,0,0.0,3,0,7.709
C-00362,VAR,NE,72,0,0.0,3,0,1.708
C-00363,VAR,N,72,0,0.0,3,0,12.0
C-00364,VAR,CO,72,0,0.0,3,0,1.217
C-00365,VAR,SE,72,0,0.0,3,0,2.416
C-00366,VAR,S,72,0,0.0,3,0,1.933
C-00367,VAR,NE,72,0,0.0,3,0,1.133
C-00368,VAR,S,72,0,0.0,3,0,1.877
C-00369,VAR,S,72,0,0.0,3,0,1.062
C-00370,VAR,SE,72,0,0.0,3,0,1.288
C-00371,VAR,CO,72,0,0.0,3,0,3.383
C-00372,VAR,SE,72,0,0.0,3,0,2.095
C-00373,VAR,SE,72,0,0.0,3,0,6.141
C-00374,VAR,NE,72,0,0.0,3,0,1.647
C-00375,VAR,S,72,0,0.0,3,0,1.266
C-00376,VAR,SE,72,0,0.0,3,0,8.984
C-00377,VAR,SE,72,0,0.0,3,0,1.571
C-00378,VAR,N,72,0,0.0,3,0,1.954
C-00379,VAR,S,72,0,0.0,3,0,1.395
C-00380,VAR,SE,72,0,0.0,3,0,1.324
C-00381,VAR,NE,72,0,0.0,3,0,1.847
C-00382,VAR,NE,72,0,0.0,3,0,1.153
C-00383,VAR,S,72,0,0.0,3,0,5.163
C-00384,VAR,SE,72,0,0.0,3,0,2.115
C-00385,VAR,SE,72,0,0.0,3,0,9.591
C-00386,VAR,S,72,0,0.0,3,0,1.186
C-00387,VAR,SE,72,0,0.0,3,0,1.649
C-00388,VAR,S,72,0,0.0,3,0,1.063
C-00389,VAR,N,72,0,0.0,3,0,4.598
C-00390,VAR,S,72,0,0.0,3,0,1.081
C-00391,VAR,NE,72,0,0.0,3,0,1.539
C-00392,VAR,CO,72,0,0.0,3,0,1.56
C-00393,VAR,SE,72,0,0.0,3,0,3.08
C-00394,VAR,N,72,0,0.0,3,0,1.191
C-00395,VAR,S,72,0,0.0,3,0,1.353
C-00396,VAR,NE,72,0,0.0,3,0,1.558
C-00397,VAR,NE,72,0,0.0,3,0,3.48
C-00398,VAR,SE,72,0,0.0,3,0,2.652
C-00399,VAR,SE,72,0,0.0,3,0,5.48
C-00400,VAR,S,72,0,0.0,3,0,2.926
C-00401,VAR,SE,72,0,0.0,3,0,1.248
C-00402,VAR,S,72,0,0.0,3,0,12.0
C-00403,VAR,S,72,0,0.0,3,0,1.106
C-00404,VAR,S,72,0,0.0,3,0,1.303
C-00405,VAR,S,72,0,0.0,3,0,1.632
C-00406,VAR,S,72,0,0.0,3,0,1.275
C-00407,VAR,SE,72,0,0.0,3,0,2.111
C-00408,VAR,S,72,0,0.0,3,0,1.181
C-00409,VAR,NE,72,0,0.0,3,0,1.028
C-00410,VAR,CO,72,0,0.0,3,0,2.146
C-00411,VAR,NE,72,0,0.0,3,0,1.357
C-00412,VAR,CO,72,0,0.0,3,0,2.928
C-00413,VAR,N,72,0,0.0,3,0,1.533
C-00414,VAR,SE,72,0,0.0,3,0,1.547
C-00415,VAR,S,72,0,0.0,3,0,3.574
C-00416,VAR,NE,72,0,0.0,3,0,1.437
C-00417,VAR,S,72,0,0.0,3,0,1.465
C-00418,VAR,CO,72,0,0.0,3,0,1.391
C-00419,VAR,CO,72,0,0.0,3,0,1.11
C-00420,VAR,S,72,0,0.0,3,0,8.804
C-00421,VAR,SE,72,0,0.0,3,0,2.091
C-00422,VAR,S,72,0,0.0,3,0,3.297
C-00423,VAR,NE,72,0,0.0,3,0,3.407
C-00424,VAR,SE,72,0,0.0,3,0,1.269
C-00425,VAR,CO,72,0,0.0,3,0,2.436
C-00426,VAR,NE,72,0,0.0,3,0,1.023
C-00427,VAR,SE,72,0,0.0,3,0,1.865
C-00428,VAR,NE,72,0,0.0,3,0,12.0
C-00429,VAR,CO,72,0,0.0,3,0,1.427
C-00430,VAR,SE,72,0,0.0,3,0,1.873
C-00431,VAR,NE,72,0,0.0,3,0,1.443
C-00432,VAR,CO,72,0,0.0,3,0,4.31
C-00433,VAR,SE,72,0,0.0,3,0,2.702
C-00434,VAR,SE,72,0,0.0,3,0,1.341
C-00435,VAR,SE,72,0,0.0,3,0,1.606
C-00436,VAR,S,72,0,0.0,3,0,2.672
C-00437,VAR,SE,72,0,0.0,3,0,1.053
C-00438,VAR,NE,72,0,0.0,3,0,1.83
C-00439,VAR,SE,72,0,0.0,3,0,4.595
C-00440,VAR,SE,72,0,0.0,3,0,1.472
C-00441,VAR,SE,72,0,0.0,3,0,1.202
C-00442,VAR,SE,72,0,0.0,3,0,2.775
C-00443,VAR,NE,72,0,0.0,3,0,2.029
C-00444,VAR,SE,72,0,0.0,3,0,1.44
C-00445,VAR,SE,72,0,0.0,3,0,1.739
C-00446,VAR,S,72,0,0.0,3,0,1.412
C-00447,VAR,SE,72,0,0.0,3,0,3.211
C-00448,VAR,SE,72,0,0.0,3,0,1.355
C-00449,VAR,S,72,0,0.0,3,0,1.184
C-00450,VAR,S,72,0,0.0,3,0,1.707
C-00451,VAR,N,72,0,0.0,3,0,1.244
C-00452,VAR,N,72,0,0.0,3,0,1.956
C-00453,VAR,SE,72,0,0.0,3,0,1.685
C-00454,VAR,CO,72,0,0.0,3,0,2.347
C-00455,VAR,SE,72,0,0.0,3,0,1.791
C-00456,VAR,S,72,0,0.0,3,0,4.33
C-00457,VAR,SE,72,0,0.0,3,0,2.725
C-00458,VAR,S,72,0,0.0,3,0,1.312
C-00459,VAR,S,72,0,0.0,3,0,1.833
C-00460,VAR,CO,72,0,0.0,3,0,2.22
C-00461,VAR,CO,72,0,0.0,3,0,3.123
C-00462,VAR,S,72,0,0.0,3,0,4.309
C-00463,VAR,S,72,0,0.0,3,0,1.26
C-00464,VAR,SE,72,0,0.0,3,0,1.719
C-00465,VAR,CO,72,0,0.0,3,0,1.061
C-00466,VAR,SE,72,0,0.0,3,0,2.364
C-00467,VAR,SE,72,0,0.0,3,0,1.093
C-00468,VAR,S,72,0,0.0,3,0,9.239
C-00469,VAR,S,72,0,0.0,3,0,4.617
C-00470,VAR,NE,72,0,0.0,3,0,1.204
C-00471,VAR,NE,72,0,0.0,3,0,1.508
C-00472,VAR,NE,72,0,0.0,3,0,2.358
C-00473,VAR,SE,72,0,0.0,3,0,1.079
C-00474,VAR,N,72,0,0.0,3,0,1.099
C-00475,VAR,N,72,0,0.0,3,0,3.419
C-00476,VAR,CO,72,0,0.0,3,0,11.51
C-00477,VAR,N,72,0,0.0,3,0,2.774
C-00478,VAR,SE,72,0,0.0,3,0,2.658
C-00479,VAR,SE,72,0,0.0,3,0,1.617
C-00480,VAR,S,72,0,0.0,3,0,2.01
C-00481,VAR,CO,72,0,0.0,3,0,1.732
C-00482,VAR,NE,72,0,0.0,3,0,5.821
C-00483,VAR,SE,72,0,0.0,3,0,1.181
C-00484,VAR,SE,72,0,0.0,3,0,3.848
C-00485,VAR,S,72,0,0.0,3,0,4.677
C-00486,VAR,SE,72,0,0.0,3,0,1.042
C-00487,VAR,NE,72,0,0.0,3,0,4.485
C-00488,VAR,SE,72,0,0.0,3,0,1.388
C-00489,VAR,SE,72,0,0.0,3,0,6.217
C-00490,VAR,SE,72,0,0.0,3,0,1.528
C-00491,VAR,SE,72,0,0.0,3,0,3.912
C-00492,VAR,SE,72,0,0.0,3,0,1.459
C-00493,VAR,CO,72,0,0.0,3,0,2.339
C-00494,VAR,NE,72,0,0.0,3,0,1.404
C-00495,VAR,CO,72,0,0.0,3,0,1.111
C-00496,VAR,SE,72,0,0.0,3,0,1.067
C-00497,VAR,S,72,0,0.0,3,0,1.388
C-00498,VAR,N,72,0,0.0,3,0,1.021
C-00499,VAR,SE,72,0,0.0,3,0,1.442
C-00500,VAR,N,72,0,0.0,3,0,3.35
C-00501,VAR,SE,72,0,0.0,3,0,2.061
