order_line_id,dc_id,promised_date,qty_committed,shipment_group
OL-0125597,CD-PR,2026-09-11,700,GRP-00028
OL-0125598,CD-PR,2026-09-11,900,GRP-00028
OL-0125599,CD-PR,2026-09-11,300,GRP-00028
OL-0125593,CD-PR,2026-09-11,300,GRP-00028
OL-0125607,CD-SP,2026-09-14,450,GRP-00029
OL-0125608,CD-SP,2026-09-14,300,GRP-00029
OL-0125606,CD-SP,2026-09-14,1400,GRP-00029
OL-0125609,CD-GO,2026-09-14,700,GRP-00030
OL-0125610,CD-GO,2026-09-14,450,GRP-00030
OL-0125605,CD-SP,2026-09-14,300,GRP-00029
OL-0125611,CD-SP,2026-09-14,2100,GRP-00031
OL-0125594,CD-SP,2026-09-14,700,GRP-00031
OL-0125595,CD-SP,2026-09-14,900,GRP-00031
OL-0125596,CD-SP,2026-09-14,300,GRP-00031
OL-0125604,CD-SP,2026-09-15,300,GRP-00032
OL-0125721,CD-SP,2026-09-15,700,GRP-00032
OL-0125722,CD-SP,2026-09-15,300,GRP-00032
OL-0125718,CD-SP,2026-09-15,2100,GRP-00032
OL-0125717,CD-SP,2026-09-15,2100,GRP-00033
OL-0125724,CD-GO,2026-09-15,700,GRP-00034
OL-0125725,CD-GO,2026-09-15,300,GRP-00034
OL-0125726,CD-GO,2026-09-15,300,GRP-00034
OL-0125711,CD-PE,2026-09-17,1400,GRP-00035
OL-0125712,CD-PE,2026-09-17,450,GRP-00035
OL-0125713,CD-PE,2026-09-17,300,GRP-00035
OL-0125714,CD-PE,2026-09-17,300,GRP-00035
OL-0125723,CD-GO,2026-09-15,450,GRP-00034
OL-0125719,CD-PR,2026-09-14,700,GRP-00036
OL-0125720,CD-PR,2026-09-14,450,GRP-00036
OL-0125715,CD-SP,2026-09-15,1350,GRP-00033
OL-0125716,CD-SP,2026-09-15,300,GRP-00033
OL-0125707,CD-PR,2026-09-14,300,GRP-00036
OL-0125708,CD-PR,2026-09-14,500,GRP-00036
OL-0125727,CD-SP,2026-09-15,450,GRP-00033
OL-0125709,CD-PR,2026-09-14,700,GRP-00036
OL-0125710,CD-PR,2026-09-14,300,GRP-00036
OL-0125834,CD-SP,2026-09-16,700,GRP-00037
OL-0125825,CD-SP,2026-09-16,700,GRP-00037
OL-0125821,CD-PR,2026-09-15,700,GRP-00038
OL-0125819,CD-SP,2026-09-16,700,GRP-00037
OL-0125820,CD-SP,2026-09-16,300,GRP-00037
OL-0125826,CD-SP,2026-09-16,300,GRP-00039
OL-0125832,CD-GO,2026-09-16,700,GRP-00040
OL-0125833,CD-GO,2026-09-16,300,GRP-00040
OL-0125828,CD-SP,2026-09-16,1400,GRP-00039
OL-0125829,CD-SP,2026-09-16,900,GRP-00039
OL-0125830,CD-SP,2026-09-16,300,GRP-00039
OL-0125831,CD-SP,2026-09-16,500,GRP-00039
OL-0125827,CD-PR,2026-09-15,300,GRP-00038
OL-0125818,CD-PR,2026-09-15,450,GRP-00038
OL-0125822,CD-PE,2026-09-18,700,GRP-00041
OL-0125823,CD-PE,2026-09-18,900,GRP-00041
OL-0125824,CD-PE,2026-09-18,300,GRP-00041
OL-0125931,CD-GO,2026-09-17,450,GRP-00042
OL-0125928,CD-PR,2026-09-16,700,GRP-00043
OL-0125919,CD-PR,2026-09-16,450,GRP-00043
OL-0125929,CD-SP,2026-09-17,900,GRP-00044
OL-0125930,CD-SP,2026-09-17,300,GRP-00044
OL-0125927,CD-SP,2026-09-17,300,GRP-00044
OL-0125923,CD-PE,2026-09-21,700,GRP-00045
OL-0125924,CD-PE,2026-09-21,450,GRP-00045
OL-0125925,CD-PE,2026-09-21,300,GRP-00045
OL-0125926,CD-PE,2026-09-21,300,GRP-00045
OL-0125921,CD-PR,2026-09-16,450,GRP-00043
OL-0125922,CD-PR,2026-09-16,300,GRP-00043
OL-0125920,CD-SP,2026-09-17,2800,GRP-00046
OL-0125096,CD-SP,2026-09-04,700,GRP-00047
OL-0125093,CD-SP,2026-09-04,1400,GRP-00047
OL-0125091,CD-PR,2026-09-03,700,GRP-00002
OL-0125097,CD-PR,2026-09-03,450,GRP-00048
OL-0125092,CD-SP,2026-09-04,700,GRP-00047
OL-0125095,CD-PE,2026-09-09,700,GRP-00001
OL-0125094,CD-SP,2026-09-04,300,GRP-00049
OL-0125098,CD-SP,2026-09-08,450,GRP-00008
OL-0125191,CD-SP,2026-09-10,2100,GRP-00050
OL-0125190,CD-GO,2026-09-08,700,GRP-00006
OL-0125184,CD-PE,2026-09-10,450,GRP-00005
OL-0125197,CD-SP,2026-09-10,1400,GRP-00051
OL-0125198,CD-SP,2026-09-08,1350,GRP-00052
OL-0125196,CD-PE,2026-09-10,300,GRP-00005
OL-0125199,CD-GO,2026-09-08,450,GRP-00006
OL-0125185,CD-PE,2026-09-10,700,GRP-00053
OL-0125186,CD-PE,2026-09-10,300,GRP-00053
OL-0125192,CD-SP,2026-09-08,700,GRP-00052
OL-0125193,CD-SP,2026-09-08,300,GRP-00052
OL-0125195,CD-SP,2026-09-10,1400,GRP-00054
OL-0125187,CD-PR,2026-09-04,450,GRP-00055
OL-0125188,CD-PR,2026-09-04,300,GRP-00055
OL-0125189,CD-SP,2026-09-08,300,GRP-00052
OL-0125194,CD-SP,2026-09-10,300,GRP-00056
OL-0125200,CD-PR,2026-09-08,700,GRP-00057
OL-0125310,CD-GO,2026-09-09,300,GRP-00012
OL-0125308,CD-PR,2026-09-08,450,GRP-00057
OL-0125309,CD-PR,2026-09-10,600,GRP-00058
OL-0125319,CD-PE,2026-09-11,450,GRP-00014
OL-0125320,CD-PE,2026-09-11,300,GRP-00014
OL-0125307,CD-PE,2026-09-11,700,GRP-00014
OL-0125315,CD-SP,2026-09-09,300,GRP-00015
OL-0125316,CD-SP,2026-09-09,500,GRP-00015
OL-0125313,CD-SP,2026-09-10,700,GRP-00059
OL-0125314,CD-SP,2026-09-09,900,GRP-00015
OL-0125321,CD-PR,2026-09-08,700,GRP-00057
OL-0125322,CD-SP,2026-09-10,700,GRP-00060
OL-0125318,CD-SP,2026-09-10,700,GRP-00061
OL-0125312,CD-SP,2026-09-10,700,GRP-00062
OL-0125311,CD-SP,2026-09-09,300,GRP-00063
OL-0125317,CD-SP,2026-09-10,300,GRP-00020
OL-0125421,CD-SP,2026-09-10,300,GRP-00020
OL-0125428,CD-SP,2026-09-10,2100,GRP-00064
OL-0125418,CD-PR,2026-09-09,700,GRP-00065
OL-0125429,CD-SP,2026-09-10,700,GRP-00064
OL-0125422,CD-GO,2026-09-16,450,GRP-00066
OL-0125425,CD-GO,2026-09-10,700,GRP-00021
OL-0125426,CD-GO,2026-09-10,450,GRP-00021
OL-0125424,CD-SP,2026-09-10,600,GRP-00064
OL-0125417,CD-PE,2026-09-14,700,GRP-00016
OL-0125419,CD-PE,2026-09-14,300,GRP-00016
OL-0125420,CD-SP,2026-09-10,900,GRP-00067
OL-0125427,CD-GO,2026-09-16,700,GRP-00066
OL-0125423,CD-PE,2026-09-14,450,GRP-00068
OL-0125531,CD-PR,2026-09-10,300,GRP-00023
OL-0125527,CD-SP,2026-09-11,700,GRP-00024
OL-0125524,CD-SP,2026-09-11,300,GRP-00069
OL-0125523,CD-PE,2026-09-15,300,GRP-00025
OL-0125526,CD-GO,2026-09-17,300,GRP-00070
OL-0125520,CD-PE,2026-09-15,450,GRP-00025
OL-0125530,CD-PE,2026-09-15,700,GRP-00071
OL-0125528,CD-SP,2026-09-11,450,GRP-00069
OL-0125532,CD-SP,2026-09-11,2100,GRP-00069
OL-0125525,CD-PR,2026-09-10,700,GRP-00072
OL-0125522,CD-PE,2026-09-15,300,GRP-00071
OL-0125529,CD-GO,2026-09-11,300,GRP-00022
OL-0125521,CD-PR,2026-09-10,450,GRP-00072
OL-0125625,CD-SP,2026-09-14,300,GRP-00031
OL-0125626,CD-PR,2026-09-11,700,GRP-00028
OL-0125627,CD-SP,2026-09-14,900,GRP-00073
OL-0125614,CD-GO,2026-09-14,700,GRP-00030
OL-0125615,CD-GO,2026-09-14,450,GRP-00030
OL-0125620,CD-PE,2026-09-16,1400,GRP-00027
OL-0125621,CD-PE,2026-09-16,300,GRP-00027
OL-0125619,CD-PR,2026-09-11,300,GRP-00074
OL-0125617,CD-SP,2026-09-14,300,GRP-00073
OL-0125618,CD-SP,2026-09-14,500,GRP-00073
OL-0125624,CD-PE,2026-09-16,450,GRP-00027
OL-0125623,CD-GO,2026-09-14,300,GRP-00030
OL-0125613,CD-SP,2026-09-14,2100,GRP-00073
OL-0125612,CD-PR,2026-09-11,450,GRP-00074
OL-0125616,CD-SP,2026-09-14,700,GRP-00075
OL-0125622,CD-SP,2026-09-14,450,GRP-00075
OL-0125738,CD-SP,2026-09-15,450,GRP-00076
OL-0125739,CD-SP,2026-09-15,300,GRP-00076
OL-0125736,CD-SP,2026-09-15,700,GRP-00076
OL-0125737,CD-SP,2026-09-15,300,GRP-00076
OL-0125743,CD-PE,2026-09-17,700,GRP-00035
OL-0125744,CD-PE,2026-09-17,450,GRP-00035
OL-0125734,CD-GO,2026-09-15,700,GRP-00034
OL-0125735,CD-GO,2026-09-15,300,GRP-00034
OL-0125729,CD-PR,2026-09-14,700,GRP-00077
OL-0125730,CD-PR,2026-09-14,450,GRP-00077
OL-0125731,CD-PR,2026-09-14,300,GRP-00077
OL-0125728,CD-PE,2026-09-17,500,GRP-00035
OL-0125740,CD-SP,2026-09-15,700,GRP-00076
OL-0125733,CD-PE,2026-09-17,300,GRP-00078
OL-0125745,CD-SP,2026-09-15,300,GRP-00079
OL-0125732,CD-SP,2026-09-15,1400,GRP-00079
OL-0125741,CD-SP,2026-09-16,1400,GRP-00039
OL-0125742,CD-SP,2026-09-16,450,GRP-00039
OL-0125841,CD-PR,2026-09-15,450,GRP-00080
OL-0125845,CD-PE,2026-09-18,700,GRP-00041
OL-0125842,CD-SP,2026-09-16,700,GRP-00081
OL-0125849,CD-PR,2026-09-15,700,GRP-00080
OL-0125840,CD-PE,2026-09-18,300,GRP-00041
OL-0125837,CD-PR,2026-09-15,300,GRP-00080
OL-0125838,CD-PR,2026-09-15,300,GRP-00080
OL-0125839,CD-PR,2026-09-15,500,GRP-00080
OL-0125846,CD-SP,2026-09-16,900,GRP-00081
OL-0125843,CD-SP,2026-09-16,1400,GRP-00081
OL-0125847,CD-GO,2026-09-16,450,GRP-00040
OL-0125835,CD-GO,2026-09-22,700,GRP-00082
OL-0125850,CD-SP,2026-09-16,300,GRP-00083
OL-0125851,CD-SP,2026-09-16,300,GRP-00083
OL-0125836,CD-PE,2026-09-18,300,GRP-00084
OL-0125848,CD-PE,2026-09-18,450,GRP-00084
OL-0125844,CD-GO,2026-09-23,450,GRP-00085
OL-0125933,CD-PR,2026-09-16,450,GRP-00086
OL-0125932,CD-PE,2026-09-21,700,GRP-00045
OL-0125941,CD-SP,2026-09-17,700,GRP-00044
OL-0125940,CD-SP,2026-09-17,900,GRP-00087
OL-0125939,CD-PR,2026-09-16,300,GRP-00086
OL-0125942,CD-SP,2026-09-17,1400,GRP-00087
OL-0125935,CD-SP,2026-09-17,300,GRP-00087
OL-0125938,CD-PE,2026-09-21,450,GRP-00045
OL-0125936,CD-GO,2026-09-17,700,GRP-00042
OL-0125937,CD-GO,2026-09-17,300,GRP-00042
OL-0125934,CD-PE,2026-09-21,300,GRP-00088
OL-0125117,CD-GO,2026-09-03,112,GRP-00089
OL-0125116,CD-PE,2026-09-04,175,GRP-00090
OL-0125112,CD-PR,2026-09-02,112,GRP-00091
OL-0125113,CD-GO,2026-09-03,175,GRP-00089
OL-0125101,CD-SP,2026-09-02,175,GRP-00092
OL-0125118,CD-SP,2026-09-02,112,GRP-00092
OL-0125107,CD-SP,2026-09-02,150,GRP-00092
OL-0125108,CD-PR,2026-09-03,175,GRP-00093
OL-0125106,CD-PR,2026-09-03,175,GRP-00093
OL-0125114,CD-PE,2026-09-04,175,GRP-00090
OL-0125121,CD-PR,2026-09-03,175,GRP-00093
OL-0125102,CD-SP,2026-09-02,448,GRP-00092
OL-0125109,CD-PE,2026-09-04,75,GRP-00090
OL-0125115,CD-PR,2026-09-02,525,GRP-00091
OL-0125119,CD-PE,2026-09-04,75,GRP-00090
OL-0125122,CD-PR,2026-09-03,525,GRP-00093
OL-0125104,CD-PR,2026-09-03,125,GRP-00093
OL-0125103,CD-PR,2026-09-02,112,GRP-00091
OL-0125100,CD-PR,2026-09-02,75,GRP-00091
OL-0125105,CD-PE,2026-09-04,224,GRP-00090
OL-0125120,CD-SP,2026-09-02,150,GRP-00092
OL-0125111,CD-PR,2026-09-04,350,GRP-00094
OL-0125099,CD-PR,2026-09-03,112,GRP-00095
OL-0125110,CD-SP,2026-09-03,75,GRP-00096
OL-0125207,CD-PR,2026-09-03,75,GRP-00095
OL-0125214,CD-PR,2026-09-04,125,GRP-00094
OL-0125237,CD-PE,2026-09-08,112,GRP-00097
OL-0125238,CD-PR,2026-09-04,175,GRP-00094
OL-0125209,CD-PR,2026-09-04,525,GRP-00094
OL-0125206,CD-PR,2026-09-03,224,GRP-00095
OL-0125224,CD-PR,2026-09-03,75,GRP-00095
OL-0125236,CD-SP,2026-09-03,225,GRP-00096
OL-0125228,CD-PE,2026-09-08,75,GRP-00097
OL-0125205,CD-PR,2026-09-03,175,GRP-00095
OL-0125217,CD-PR,2026-09-04,175,GRP-00094
OL-0125210,CD-SP,2026-09-03,112,GRP-00096
OL-0125240,CD-PR,2026-09-04,350,GRP-00094
OL-0125230,CD-PR,2026-09-04,175,GRP-00094
OL-0125227,CD-GO,2026-09-11,75,GRP-00098
OL-0125231,CD-GO,2026-09-04,112,GRP-00099
OL-0125223,CD-PE,2026-09-08,150,GRP-00097
OL-0125204,CD-SP,2026-09-03,75,GRP-00096
OL-0125212,CD-GO,2026-09-04,175,GRP-00099
OL-0125215,CD-GO,2026-09-04,175,GRP-00099
OL-0125216,CD-GO,2026-09-04,112,GRP-00099
OL-0125213,CD-PR,2026-09-04,175,GRP-00094
OL-0125221,CD-PR,2026-09-04,175,GRP-00100
OL-0125220,CD-PE,2026-09-08,75,GRP-00097
OL-0125232,CD-GO,2026-09-11,175,GRP-00098
OL-0125233,CD-GO,2026-09-11,112,GRP-00098
OL-0125241,CD-PR,2026-09-04,350,GRP-00100
OL-0125235,CD-PR,2026-09-03,175,GRP-00095
OL-0125234,CD-PR,2026-09-04,175,GRP-00100
OL-0125218,CD-SP,2026-09-03,112,GRP-00096
OL-0125201,CD-PR,2026-09-04,525,GRP-00100
OL-0125211,CD-SP,2026-09-03,224,GRP-00096
OL-0125229,CD-GO,2026-09-04,75,GRP-00099
OL-0125219,CD-GO,2026-09-04,75,GRP-00099
OL-0125202,CD-PE,2026-09-08,112,GRP-00097
OL-0125203,CD-SP,2026-09-03,75,GRP-00096
OL-0125222,CD-PR,2026-09-04,150,GRP-00100
OL-0125226,CD-SP,2026-09-03,112,GRP-00096
OL-0125243,CD-PR,2026-09-03,75,GRP-00095
OL-0125225,CD-PR,2026-09-04,175,GRP-00100
OL-0125244,CD-PR,2026-09-04,75,GRP-00101
OL-0125242,CD-PE,2026-09-09,350,GRP-00102
OL-0125208,CD-PE,2026-09-09,75,GRP-00102
OL-0125239,CD-SP,2026-09-08,175,GRP-00103
OL-0125335,CD-GO,2026-09-08,112,GRP-00104
OL-0125349,CD-GO,2026-09-08,75,GRP-00104
OL-0125346,CD-PR,2026-09-08,125,GRP-00105
OL-0125336,CD-SP,2026-09-04,75,GRP-00106
OL-0125328,CD-SP,2026-09-08,175,GRP-00107
OL-0125325,CD-SP,2026-09-08,350,GRP-00108
OL-0125340,CD-SP,2026-09-08,350,GRP-00109
OL-0125341,CD-PR,2026-09-04,336,GRP-00101
OL-0125332,CD-SP,2026-09-08,75,GRP-00110
OL-0125353,CD-SP,2026-09-04,75,GRP-00106
OL-0125327,CD-PR,2026-09-04,175,GRP-00101
OL-0125323,CD-PE,2026-09-09,75,GRP-00102
OL-0125345,CD-PR,2026-09-08,125,GRP-00105
OL-0125355,CD-GO,2026-09-08,75,GRP-00104
OL-0125338,CD-SP,2026-09-08,350,GRP-00111
OL-0125348,CD-PR,2026-09-04,125,GRP-00101
OL-0125358,CD-PR,2026-09-04,75,GRP-00101
OL-0125350,CD-PR,2026-09-04,175,GRP-00101
OL-0125359,CD-SP,2026-09-04,150,GRP-00106
OL-0125331,CD-GO,2026-09-08,175,GRP-00104
OL-0125354,CD-PE,2026-09-09,224,GRP-00102
OL-0125347,CD-PR,2026-09-04,175,GRP-00101
OL-0125333,CD-PR,2026-09-09,75,GRP-00112
OL-0125329,CD-GO,2026-09-14,112,GRP-00113
OL-0125339,CD-PE,2026-09-09,350,GRP-00102
OL-0125357,CD-SP,2026-09-08,175,GRP-00114
OL-0125337,CD-PR,2026-09-09,75,GRP-00115
OL-0125326,CD-SP,2026-09-04,112,GRP-00106
OL-0125351,CD-SP,2026-09-04,112,GRP-00106
OL-0125356,CD-SP,2026-09-04,75,GRP-00106
OL-0125352,CD-SP,2026-09-08,150,GRP-00116
OL-0125342,CD-SP,2026-09-08,175,GRP-00117
OL-0125343,CD-PE,2026-09-10,175,GRP-00118
OL-0125344,CD-PE,2026-09-10,125,GRP-00118
OL-0125324,CD-PE,2026-09-10,112,GRP-00118
OL-0125330,CD-PE,2026-09-10,150,GRP-00118
OL-0125334,CD-SP,2026-09-08,336,GRP-00117
OL-0125448,CD-SP,2026-09-08,350,GRP-00117
OL-0125451,CD-GO,2026-09-09,112,GRP-00119
OL-0125454,CD-SP,2026-09-08,75,GRP-00117
OL-0125438,CD-SP,2026-09-08,112,GRP-00117
OL-0125437,CD-PR,2026-09-08,112,GRP-00120
OL-0125446,CD-SP,2026-09-08,75,GRP-00117
OL-0125443,CD-GO,2026-09-09,75,GRP-00119
OL-0125459,CD-SP,2026-09-08,175,GRP-00117
OL-0125452,CD-SP,2026-09-08,350,GRP-00117
OL-0125434,CD-PR,2026-09-09,75,GRP-00121
OL-0125449,CD-GO,2026-09-15,112,GRP-00122
OL-0125430,CD-GO,2026-09-15,175,GRP-00122
OL-0125436,CD-SP,2026-09-08,112,GRP-00123
OL-0125432,CD-SP,2026-09-08,75,GRP-00123
OL-0125462,CD-SP,2026-09-09,125,GRP-00124
OL-0125457,CD-PE,2026-09-10,150,GRP-00118
OL-0125460,CD-PE,2026-09-10,350,GRP-00118
OL-0125444,CD-GO,2026-09-09,175,GRP-00119
OL-0125445,CD-GO,2026-09-09,75,GRP-00119
OL-0125456,CD-PE,2026-09-10,175,GRP-00118
OL-0125450,CD-PR,2026-09-08,150,GRP-00120
OL-0125464,CD-SP,2026-09-08,175,GRP-00123
OL-0125463,CD-PE,2026-09-10,125,GRP-00118
OL-0125439,CD-SP,2026-09-08,75,GRP-00123
OL-0125455,CD-GO,2026-09-15,75,GRP-00122
OL-0125453,CD-SP,2026-09-08,112,GRP-00123
OL-0125433,CD-SP,2026-09-08,175,GRP-00123
OL-0125447,CD-SP,2026-09-08,350,GRP-00123
OL-0125461,CD-SP,2026-09-08,224,GRP-00123
OL-0125458,CD-SP,2026-09-08,150,GRP-00125
OL-0125465,CD-SP,2026-09-08,112,GRP-00125
OL-0125431,CD-PR,2026-09-08,350,GRP-00120
OL-0125440,CD-PE,2026-09-10,75,GRP-00118
OL-0125442,CD-PE,2026-09-10,336,GRP-00126
OL-0125441,CD-SP,2026-09-09,350,GRP-00127
OL-0125435,CD-PE,2026-09-11,75,GRP-00128
OL-0125534,CD-PE,2026-09-11,75,GRP-00128
OL-0125540,CD-PE,2026-09-11,112,GRP-00128
OL-0125536,CD-PE,2026-09-11,75,GRP-00128
OL-0125553,CD-SP,2026-09-09,175,GRP-00127
OL-0125549,CD-SP,2026-09-09,350,GRP-00127
OL-0125555,CD-SP,2026-09-09,350,GRP-00127
OL-0125539,CD-SP,2026-09-09,75,GRP-00127
OL-0125556,CD-SP,2026-09-09,175,GRP-00127
OL-0125547,CD-PR,2026-09-09,75,GRP-00129
OL-0125550,CD-PR,2026-09-09,224,GRP-00129
OL-0125551,CD-GO,2026-09-10,175,GRP-00130
OL-0125543,CD-PR,2026-09-09,350,GRP-00129
OL-0125542,CD-GO,2026-09-10,75,GRP-00130
OL-0125541,CD-SP,2026-09-09,75,GRP-00127
OL-0125546,CD-PE,2026-09-11,175,GRP-00128
OL-0125533,CD-SP,2026-09-09,112,GRP-00127
OL-0125544,CD-GO,2026-09-10,112,GRP-00130
OL-0125537,CD-SP,2026-09-09,75,GRP-00131
OL-0125535,CD-PE,2026-09-11,175,GRP-00128
OL-0125545,CD-SP,2026-09-09,112,GRP-00131
OL-0125538,CD-GO,2026-09-16,75,GRP-00132
OL-0125554,CD-SP,2026-09-09,75,GRP-00133
OL-0125552,CD-SP,2026-09-09,224,GRP-00133
OL-0125548,CD-SP,2026-09-09,175,GRP-00133
OL-0125651,CD-PR,2026-09-10,150,GRP-00134
OL-0125633,CD-PE,2026-09-14,224,GRP-00135
OL-0125634,CD-PE,2026-09-14,75,GRP-00135
OL-0125644,CD-PE,2026-09-14,175,GRP-00135
OL-0125643,CD-SP,2026-09-10,150,GRP-00136
OL-0125641,CD-SP,2026-09-10,175,GRP-00136
OL-0125628,CD-SP,2026-09-10,112,GRP-00136
OL-0125661,CD-GO,2026-09-11,125,GRP-00137
OL-0125655,CD-SP,2026-09-10,1050,GRP-00136
OL-0125647,CD-PR,2026-09-10,150,GRP-00134
OL-0125657,CD-PE,2026-09-14,112,GRP-00135
OL-0125648,CD-GO,2026-09-11,175,GRP-00137
OL-0125640,CD-PE,2026-09-14,175,GRP-00135
OL-0125637,CD-SP,2026-09-10,112,GRP-00136
OL-0125649,CD-PR,2026-09-10,336,GRP-00134
OL-0125635,CD-GO,2026-09-11,75,GRP-00137
OL-0125632,CD-GO,2026-09-17,175,GRP-00138
OL-0125629,CD-SP,2026-09-10,125,GRP-00136
OL-0125659,CD-PE,2026-09-14,350,GRP-00135
OL-0125642,CD-SP,2026-09-10,75,GRP-00136
OL-0125645,CD-SP,2026-09-10,150,GRP-00136
OL-0125638,CD-PE,2026-09-14,75,GRP-00135
OL-0125646,CD-SP,2026-09-10,224,GRP-00139
OL-0125658,CD-PR,2026-09-10,350,GRP-00134
OL-0125652,CD-GO,2026-09-11,112,GRP-00137
OL-0125654,CD-PE,2026-09-14,150,GRP-00135
OL-0125639,CD-PR,2026-09-10,125,GRP-00134
OL-0125656,CD-GO,2026-09-11,75,GRP-00137
OL-0125650,CD-SP,2026-09-10,75,GRP-00139
OL-0125636,CD-SP,2026-09-10,175,GRP-00139
OL-0125630,CD-GO,2026-09-17,112,GRP-00138
OL-0125631,CD-SP,2026-09-10,350,GRP-00139
OL-0125653,CD-GO,2026-09-11,175,GRP-00137
OL-0125660,CD-SP,2026-09-11,112,GRP-00140
OL-0125766,CD-PE,2026-09-15,112,GRP-00141
