order_line_id,dc_id,promised_date,qty_committed,shipment_group
OL-0125306,CD-GO,2026-09-08,450,SHP-00022
OL-0125292,CD-SP,2026-09-09,450,SHP-00023
OL-0125293,CD-GO,2026-09-10,300,SHP-00024
OL-0125301,CD-PR,2026-09-08,300,SHP-00025
OL-0125295,CD-PE,2026-09-09,1400,SHP-00026
OL-0125296,CD-PE,2026-09-09,900,SHP-00026
OL-0125297,CD-PE,2026-09-09,300,SHP-00026
OL-0125298,CD-PE,2026-09-09,300,SHP-00026
OL-0125291,CD-PR,2026-09-08,450,SHP-00027
OL-0125302,CD-SP,2026-09-09,2800,SHP-00028
OL-0125303,CD-SP,2026-09-09,450,SHP-00028
OL-0125304,CD-SP,2026-09-09,300,SHP-00028
OL-0125299,CD-SP,2026-09-09,700,SHP-00029
OL-0125300,CD-SP,2026-09-09,300,SHP-00029
OL-0125403,CD-PE,2026-09-10,1400,SHP-00030
OL-0125404,CD-PE,2026-09-10,450,SHP-00030
OL-0125405,CD-PE,2026-09-10,600,SHP-00030
OL-0125416,CD-SP,2026-09-10,1400,SHP-00031
OL-0125411,CD-PR,2026-09-09,700,SHP-00032
OL-0125400,CD-PR,2026-09-09,450,SHP-00033
OL-0125401,CD-PR,2026-09-09,300,SHP-00034
OL-0125402,CD-SP,2026-09-11,300,SHP-00035
OL-0125409,CD-SP,2026-09-10,900,SHP-00036
OL-0125410,CD-SP,2026-09-10,500,SHP-00036
OL-0125408,CD-SP,2026-09-10,2800,SHP-00037
OL-0125406,CD-SP,2026-09-10,1350,SHP-00038
OL-0125407,CD-SP,2026-09-10,300,SHP-00038
OL-0125412,CD-GO,2026-09-09,700,SHP-00039
OL-0125413,CD-GO,2026-09-10,450,SHP-00040
OL-0125414,CD-GO,2026-09-10,300,SHP-00040
OL-0125415,CD-GO,2026-09-10,300,SHP-00040
OL-0125510,CD-PR,2026-09-10,700,SHP-00041
OL-0125511,CD-PR,2026-09-10,450,SHP-00041
OL-0125516,CD-SP,2026-09-11,1400,SHP-00042
OL-0125508,CD-SP,2026-09-11,2100,SHP-00043
OL-0125509,CD-SP,2026-09-11,300,SHP-00043
OL-0125512,CD-PE,2026-09-11,700,SHP-00044
OL-0125513,CD-PE,2026-09-11,450,SHP-00044
OL-0125514,CD-PE,2026-09-11,300,SHP-00044
OL-0125515,CD-PE,2026-09-11,300,SHP-00044
OL-0125507,CD-PR,2026-09-10,300,SHP-00045
OL-0125519,CD-GO,2026-09-10,300,SHP-00040
OL-0125517,CD-SP,2026-09-11,1350,SHP-00046
OL-0125518,CD-SP,2026-09-11,300,SHP-00047
OL-0125600,CD-PE,2026-09-14,1400,SHP-00048
OL-0125601,CD-PE,2026-09-14,900,SHP-00048
OL-0125602,CD-PE,2026-09-14,300,SHP-00048
OL-0125603,CD-PE,2026-09-14,500,SHP-00048
OL-0125597,CD-PR,2026-09-11,700,SHP-00049
OL-0125598,CD-PR,2026-09-11,900,SHP-00049
OL-0125599,CD-PR,2026-09-11,300,SHP-00049
OL-0125593,CD-PR,2026-09-11,300,SHP-00050
OL-0125607,CD-SP,2026-09-14,450,SHP-00051
OL-0125608,CD-SP,2026-09-14,300,SHP-00051
OL-0125606,CD-SP,2026-09-14,1400,SHP-00052
OL-0125609,CD-GO,2026-09-11,700,SHP-00053
OL-0125610,CD-GO,2026-09-11,450,SHP-00053
OL-0125605,CD-SP,2026-09-14,300,SHP-00054
OL-0125611,CD-SP,2026-09-14,2100,SHP-00055
OL-0125594,CD-SP,2026-09-14,700,SHP-00056
OL-0125595,CD-SP,2026-09-14,900,SHP-00056
OL-0125596,CD-SP,2026-09-14,300,SHP-00056
OL-0125604,CD-SP,2026-09-15,300,SHP-00057
OL-0125721,CD-SP,2026-09-15,700,SHP-00058
OL-0125722,CD-SP,2026-09-15,300,SHP-00058
OL-0125718,CD-SP,2026-09-15,2100,SHP-00059
OL-0125717,CD-SP,2026-09-15,2100,SHP-00060
OL-0125724,CD-GO,2026-09-14,700,SHP-00061
OL-0125725,CD-GO,2026-09-14,300,SHP-00061
OL-0125726,CD-GO,2026-09-14,300,SHP-00061
OL-0125711,CD-PE,2026-09-15,1400,SHP-00062
OL-0125712,CD-PE,2026-09-15,450,SHP-00062
OL-0125713,CD-PE,2026-09-15,300,SHP-00062
OL-0125714,CD-PE,2026-09-15,300,SHP-00062
OL-0125723,CD-GO,2026-09-14,450,SHP-00063
OL-0125719,CD-PR,2026-09-14,700,SHP-00064
OL-0125720,CD-PR,2026-09-14,450,SHP-00064
OL-0125715,CD-SP,2026-09-15,1350,SHP-00057
OL-0125716,CD-SP,2026-09-15,300,SHP-00057
OL-0125707,CD-PR,2026-09-14,300,SHP-00065
OL-0125708,CD-PR,2026-09-14,500,SHP-00065
OL-0125727,CD-SP,2026-09-15,450,SHP-00066
OL-0125709,CD-PR,2026-09-14,700,SHP-00067
OL-0125710,CD-PR,2026-09-14,300,SHP-00067
OL-0125834,CD-SP,2026-09-16,700,SHP-00068
OL-0125825,CD-SP,2026-09-16,700,SHP-00069
OL-0125821,CD-PR,2026-09-15,700,SHP-00070
OL-0125819,CD-SP,2026-09-16,700,SHP-00071
OL-0125820,CD-SP,2026-09-16,300,SHP-00071
OL-0125826,CD-SP,2026-09-16,300,SHP-00072
OL-0125832,CD-GO,2026-09-15,700,SHP-00073
OL-0125833,CD-GO,2026-09-15,300,SHP-00073
OL-0125828,CD-SP,2026-09-16,1400,SHP-00074
OL-0125829,CD-SP,2026-09-16,900,SHP-00074
OL-0125830,CD-SP,2026-09-16,300,SHP-00074
OL-0125831,CD-SP,2026-09-16,500,SHP-00074
OL-0125827,CD-PR,2026-09-15,300,SHP-00075
OL-0125818,CD-PR,2026-09-15,450,SHP-00076
OL-0125822,CD-PE,2026-09-16,700,SHP-00077
OL-0125823,CD-PE,2026-09-16,900,SHP-00077
OL-0125824,CD-PE,2026-09-16,300,SHP-00077
OL-0125931,CD-GO,2026-09-16,450,SHP-00078
OL-0125928,CD-PR,2026-09-16,700,SHP-00079
OL-0125919,CD-PR,2026-09-16,450,SHP-00080
OL-0125929,CD-SP,2026-09-17,900,SHP-00081
OL-0125930,CD-SP,2026-09-17,300,SHP-00081
OL-0125927,CD-SP,2026-09-17,300,SHP-00082
OL-0125923,CD-PE,2026-09-17,700,SHP-00083
OL-0125924,CD-PE,2026-09-17,450,SHP-00083
OL-0125925,CD-PE,2026-09-17,300,SHP-00083
OL-0125926,CD-PE,2026-09-17,300,SHP-00083
OL-0125921,CD-PR,2026-09-16,450,SHP-00084
OL-0125922,CD-PR,2026-09-16,300,SHP-00084
OL-0125920,CD-SP,2026-09-17,2800,SHP-00085
OL-0125096,CD-SP,2026-09-04,700,SHP-00086
OL-0125093,CD-SP,2026-09-04,1400,SHP-00087
OL-0125091,CD-PR,2026-09-03,700,SHP-00088
OL-0125097,CD-PR,2026-09-03,450,SHP-00089
OL-0125092,CD-SP,2026-09-04,700,SHP-00090
OL-0125095,CD-PE,2026-09-04,700,SHP-00091
OL-0125094,CD-SP,2026-09-04,300,SHP-00092
OL-0125098,CD-SP,2026-09-08,450,SHP-00093
OL-0125191,CD-GO,2026-09-09,2100,SHP-00094
OL-0125190,CD-GO,2026-09-04,700,SHP-00095
OL-0125184,CD-PE,2026-09-08,450,SHP-00096
OL-0125197,CD-GO,2026-09-09,1400,SHP-00097
OL-0125198,CD-SP,2026-09-08,1350,SHP-00098
OL-0125196,CD-PE,2026-09-08,300,SHP-00099
OL-0125199,CD-GO,2026-09-04,450,SHP-00100
OL-0125185,CD-PE,2026-09-08,700,SHP-00101
OL-0125186,CD-PE,2026-09-08,300,SHP-00101
OL-0125192,CD-SP,2026-09-08,700,SHP-00102
OL-0125193,CD-SP,2026-09-08,300,SHP-00102
OL-0125195,CD-GO,2026-09-09,1400,SHP-00103
OL-0125187,CD-PR,2026-09-04,450,SHP-00104
OL-0125188,CD-PR,2026-09-04,300,SHP-00104
OL-0125189,CD-SP,2026-09-08,300,SHP-00105
OL-0125194,CD-GO,2026-09-10,300,SHP-00106
OL-0125200,CD-PR,2026-09-08,700,SHP-00107
OL-0125310,CD-GO,2026-09-08,300,SHP-00108
OL-0125308,CD-PR,2026-09-08,450,SHP-00109
OL-0125309,CD-SP,2026-09-10,600,SHP-00110
OL-0125319,CD-PE,2026-09-09,450,SHP-00111
OL-0125320,CD-PE,2026-09-09,300,SHP-00111
OL-0125307,CD-PE,2026-09-09,700,SHP-00112
OL-0125315,CD-SP,2026-09-09,300,SHP-00113
OL-0125316,CD-SP,2026-09-09,500,SHP-00113
OL-0125313,CD-GO,2026-09-10,700,SHP-00114
OL-0125314,CD-SP,2026-09-09,900,SHP-00115
OL-0125321,CD-PR,2026-09-08,700,SHP-00107
OL-0125322,CD-GO,2026-09-10,700,SHP-00116
OL-0125318,CD-GO,2026-09-10,700,SHP-00117
OL-0125312,CD-GO,2026-09-10,700,SHP-00118
OL-0125311,CD-SP,2026-09-09,300,SHP-00119
OL-0125317,CD-SP,2026-09-10,300,SHP-00120
OL-0125421,CD-SP,2026-09-10,300,SHP-00121
OL-0125428,CD-SP,2026-09-10,2100,SHP-00122
OL-0125418,CD-PR,2026-09-09,700,SHP-00123
OL-0125429,CD-SP,2026-09-10,700,SHP-00124
OL-0125422,CD-GO,2026-09-11,450,SHP-00125
OL-0125425,CD-GO,2026-09-09,700,SHP-00126
OL-0125426,CD-GO,2026-09-09,450,SHP-00126
OL-0125424,CD-SP,2026-09-10,600,SHP-00127
OL-0125417,CD-PE,2026-09-10,700,SHP-00128
OL-0125419,CD-PE,2026-09-10,300,SHP-00129
OL-0125420,CD-SP,2026-09-10,900,SHP-00130
OL-0125427,CD-GO,2026-09-11,700,SHP-00131
OL-0125423,CD-PE,2026-09-10,450,SHP-00132
OL-0125531,CD-PR,2026-09-10,300,SHP-00133
OL-0125527,CD-SP,2026-09-11,700,SHP-00134
OL-0125524,CD-SP,2026-09-11,300,SHP-00135
OL-0125523,CD-PE,2026-09-11,300,SHP-00136
OL-0125526,CD-GO,2026-09-14,300,SHP-00137
OL-0125520,CD-PE,2026-09-11,450,SHP-00138
OL-0125530,CD-PE,2026-09-11,700,SHP-00139
OL-0125528,CD-SP,2026-09-11,450,SHP-00140
OL-0125532,CD-SP,2026-09-11,2100,SHP-00141
OL-0125525,CD-PR,2026-09-10,700,SHP-00142
OL-0125522,CD-PE,2026-09-11,300,SHP-00143
OL-0125529,CD-GO,2026-09-10,300,SHP-00144
OL-0125521,CD-PR,2026-09-10,450,SHP-00145
OL-0125625,CD-SP,2026-09-14,300,SHP-00146
OL-0125626,CD-PR,2026-09-11,700,SHP-00147
OL-0125627,CD-SP,2026-09-14,900,SHP-00148
OL-0125614,CD-GO,2026-09-11,700,SHP-00149
OL-0125615,CD-GO,2026-09-11,450,SHP-00149
OL-0125620,CD-PE,2026-09-14,1400,SHP-00150
OL-0125621,CD-PE,2026-09-14,300,SHP-00150
OL-0125619,CD-PR,2026-09-11,300,SHP-00151
OL-0125617,CD-SP,2026-09-14,300,SHP-00152
OL-0125618,CD-SP,2026-09-14,500,SHP-00152
OL-0125624,CD-PE,2026-09-14,450,SHP-00153
OL-0125623,CD-GO,2026-09-11,300,SHP-00154
OL-0125613,CD-SP,2026-09-14,2100,SHP-00155
OL-0125612,CD-PR,2026-09-11,450,SHP-00156
OL-0125616,CD-SP,2026-09-14,700,SHP-00157
OL-0125622,CD-SP,2026-09-14,450,SHP-00158
OL-0125738,CD-SP,2026-09-15,450,SHP-00159
OL-0125739,CD-SP,2026-09-15,300,SHP-00159
OL-0125736,CD-SP,2026-09-15,700,SHP-00160
OL-0125737,CD-SP,2026-09-15,300,SHP-00160
OL-0125743,CD-PE,2026-09-15,700,SHP-00161
OL-0125744,CD-PE,2026-09-15,450,SHP-00161
OL-0125734,CD-GO,2026-09-14,700,SHP-00162
OL-0125735,CD-GO,2026-09-14,300,SHP-00162
OL-0125729,CD-PR,2026-09-14,700,SHP-00163
OL-0125730,CD-PR,2026-09-14,450,SHP-00163
OL-0125731,CD-PR,2026-09-14,300,SHP-00163
OL-0125728,CD-PE,2026-09-15,500,SHP-00164
OL-0125740,CD-SP,2026-09-15,700,SHP-00165
OL-0125733,CD-PE,2026-09-15,300,SHP-00166
OL-0125745,CD-SP,2026-09-15,300,SHP-00167
OL-0125732,CD-SP,2026-09-15,1400,SHP-00168
OL-0125741,CD-SP,2026-09-16,1400,SHP-00169
OL-0125742,CD-SP,2026-09-16,450,SHP-00169
OL-0125841,CD-PR,2026-09-15,450,SHP-00170
OL-0125845,CD-PE,2026-09-16,700,SHP-00171
OL-0125842,CD-SP,2026-09-16,700,SHP-00172
OL-0125849,CD-PR,2026-09-15,700,SHP-00173
OL-0125840,CD-PE,2026-09-16,300,SHP-00174
OL-0125837,CD-PR,2026-09-15,300,SHP-00175
OL-0125838,CD-PR,2026-09-15,300,SHP-00175
OL-0125839,CD-PR,2026-09-15,500,SHP-00175
OL-0125846,CD-SP,2026-09-16,900,SHP-00169
OL-0125843,CD-SP,2026-09-16,1400,SHP-00176
OL-0125847,CD-GO,2026-09-15,450,SHP-00177
OL-0125835,CD-GO,2026-09-17,700,SHP-00178
OL-0125850,CD-SP,2026-09-16,300,SHP-00179
OL-0125851,CD-SP,2026-09-16,300,SHP-00179
OL-0125836,CD-PE,2026-09-16,300,SHP-00180
OL-0125848,CD-PE,2026-09-16,450,SHP-00181
OL-0125844,CD-GO,2026-09-18,450,SHP-00182
OL-0125933,CD-PR,2026-09-16,450,SHP-00183
OL-0125932,CD-PE,2026-09-17,700,SHP-00184
OL-0125941,CD-SP,2026-09-17,700,SHP-00185
OL-0125940,CD-SP,2026-09-17,900,SHP-00186
OL-0125939,CD-PR,2026-09-16,300,SHP-00187
OL-0125942,CD-SP,2026-09-17,1400,SHP-00188
OL-0125935,CD-SP,2026-09-17,300,SHP-00189
OL-0125938,CD-PE,2026-09-17,450,SHP-00190
OL-0125936,CD-GO,2026-09-16,700,SHP-00191
OL-0125937,CD-GO,2026-09-16,300,SHP-00191
OL-0125934,CD-PE,2026-09-17,300,SHP-00192
OL-0125117,CD-GO,2026-09-03,112,SHP-00193
OL-0125116,CD-PE,2026-09-04,175,SHP-00194
OL-0125112,CD-PR,2026-09-03,112,SHP-00195
OL-0125113,CD-GO,2026-09-03,175,SHP-00196
OL-0125101,CD-SP,2026-09-04,175,SHP-00197
OL-0125118,CD-SP,2026-09-04,112,SHP-00198
OL-0125107,CD-SP,2026-09-04,150,SHP-00199
OL-0125108,CD-GO,2026-09-08,175,SHP-00200
OL-0125106,CD-GO,2026-09-08,175,SHP-00201
OL-0125114,CD-PE,2026-09-04,175,SHP-00202
OL-0125121,CD-GO,2026-09-08,175,SHP-00203
OL-0125102,CD-SP,2026-09-04,448,SHP-00204
OL-0125109,CD-PE,2026-09-04,75,SHP-00205
OL-0125115,CD-PR,2026-09-03,525,SHP-00206
OL-0125119,CD-PE,2026-09-04,75,SHP-00207
OL-0125122,CD-GO,2026-09-08,525,SHP-00208
OL-0125104,CD-GO,2026-09-08,125,SHP-00209
OL-0125103,CD-PR,2026-09-03,112,SHP-00210
OL-0125100,CD-PR,2026-09-03,75,SHP-00211
OL-0125105,CD-PE,2026-09-04,224,SHP-00212
OL-0125120,CD-SP,2026-09-04,150,SHP-00213
OL-0125111,CD-GO,2026-09-09,350,SHP-00214
OL-0125099,CD-PR,2026-09-04,112,SHP-00215
OL-0125110,CD-SP,2026-09-08,75,SHP-00216
OL-0125207,CD-PR,2026-09-04,75,SHP-00217
OL-0125214,CD-GO,2026-09-09,125,SHP-00218
OL-0125237,CD-PE,2026-09-08,112,SHP-00219
OL-0125238,CD-GO,2026-09-09,175,SHP-00220
OL-0125209,CD-GO,2026-09-09,525,SHP-00221
OL-0125206,CD-PR,2026-09-04,224,SHP-00222
OL-0125224,CD-PR,2026-09-04,75,SHP-00223
OL-0125236,CD-SP,2026-09-08,225,SHP-00224
OL-0125228,CD-PE,2026-09-08,75,SHP-00225
OL-0125205,CD-PR,2026-09-04,175,SHP-00226
OL-0125217,CD-GO,2026-09-09,175,SHP-00227
OL-0125210,CD-SP,2026-09-08,112,SHP-00228
OL-0125240,CD-GO,2026-09-09,350,SHP-00229
OL-0125230,CD-GO,2026-09-09,175,SHP-00230
OL-0125227,CD-GO,2026-09-09,75,SHP-00231
OL-0125231,CD-GO,2026-09-04,112,SHP-00232
OL-0125223,CD-PE,2026-09-08,150,SHP-00233
OL-0125204,CD-SP,2026-09-08,75,SHP-00234
OL-0125212,CD-GO,2026-09-04,175,SHP-00235
OL-0125215,CD-GO,2026-09-04,175,SHP-00236
OL-0125216,CD-GO,2026-09-04,112,SHP-00236
OL-0125213,CD-GO,2026-09-09,175,SHP-00237
OL-0125221,CD-GO,2026-09-09,175,SHP-00238
OL-0125220,CD-PE,2026-09-08,75,SHP-00239
OL-0125232,CD-GO,2026-09-09,175,SHP-00240
OL-0125233,CD-GO,2026-09-09,112,SHP-00240
OL-0125241,CD-PR,2026-09-09,350,SHP-00241
OL-0125235,CD-PR,2026-09-04,175,SHP-00242
OL-0125234,CD-GO,2026-09-09,175,SHP-00243
OL-0125218,CD-SP,2026-09-08,112,SHP-00244
OL-0125201,CD-PR,2026-09-09,525,SHP-00245
OL-0125211,CD-SP,2026-09-08,224,SHP-00246
OL-0125229,CD-GO,2026-09-04,75,SHP-00247
OL-0125219,CD-GO,2026-09-04,75,SHP-00248
OL-0125202,CD-PE,2026-09-08,112,SHP-00249
OL-0125203,CD-SP,2026-09-08,75,SHP-00250
OL-0125222,CD-GO,2026-09-09,150,SHP-00251
OL-0125226,CD-SP,2026-09-08,112,SHP-00252
OL-0125243,CD-PR,2026-09-04,75,SHP-00253
OL-0125225,CD-PR,2026-09-09,175,SHP-00254
OL-0125244,CD-PR,2026-09-08,75,SHP-00255
OL-0125242,CD-PE,2026-09-09,350,SHP-00256
OL-0125208,CD-PE,2026-09-09,75,SHP-00257
OL-0125239,CD-PR,2026-09-10,175,SHP-00258
OL-0125335,CD-GO,2026-09-08,112,SHP-00259
OL-0125349,CD-GO,2026-09-08,75,SHP-00260
OL-0125346,CD-GO,2026-09-10,125,SHP-00261
OL-0125336,CD-SP,2026-09-09,75,SHP-00262
OL-0125328,CD-PR,2026-09-10,175,SHP-00263
OL-0125325,CD-PR,2026-09-10,350,SHP-00264
OL-0125340,CD-PR,2026-09-10,350,SHP-00265
OL-0125341,CD-PR,2026-09-08,336,SHP-00266
OL-0125332,CD-GO,2026-09-10,75,SHP-00267
OL-0125353,CD-SP,2026-09-09,75,SHP-00268
OL-0125327,CD-PR,2026-09-08,175,SHP-00269
OL-0125323,CD-PE,2026-09-09,75,SHP-00270
OL-0125345,CD-GO,2026-09-10,125,SHP-00271
OL-0125355,CD-GO,2026-09-08,75,SHP-00272
OL-0125338,CD-PR,2026-09-10,350,SHP-00273
OL-0125348,CD-PR,2026-09-08,125,SHP-00274
OL-0125358,CD-PR,2026-09-08,75,SHP-00275
OL-0125350,CD-PR,2026-09-08,175,SHP-00276
OL-0125359,CD-SP,2026-09-09,150,SHP-00277
OL-0125331,CD-PE,2026-09-14,175,SHP-00278
OL-0125354,CD-PE,2026-09-09,224,SHP-00279
OL-0125347,CD-PR,2026-09-08,175,SHP-00280
OL-0125333,CD-SP,2026-09-10,75,SHP-00281
OL-0125329,CD-GO,2026-09-10,112,SHP-00282
OL-0125339,CD-PE,2026-09-09,350,SHP-00283
OL-0125357,CD-PR,2026-09-10,175,SHP-00284
OL-0125337,CD-SP,2026-09-10,75,SHP-00285
OL-0125326,CD-SP,2026-09-09,112,SHP-00286
OL-0125351,CD-SP,2026-09-09,112,SHP-00287
OL-0125356,CD-SP,2026-09-09,75,SHP-00288
OL-0125352,CD-GO,2026-09-10,150,SHP-00289
OL-0125342,CD-SP,2026-09-10,175,SHP-00290
OL-0125343,CD-PE,2026-09-10,175,SHP-00291
OL-0125344,CD-PE,2026-09-10,125,SHP-00291
OL-0125324,CD-PE,2026-09-10,112,SHP-00292
OL-0125330,CD-PE,2026-09-10,150,SHP-00293
OL-0125334,CD-SP,2026-09-10,336,SHP-00294
OL-0125448,CD-SP,2026-09-10,350,SHP-00295
OL-0125451,CD-GO,2026-09-09,112,SHP-00296
OL-0125454,CD-SP,2026-09-10,75,SHP-00297
OL-0125438,CD-SP,2026-09-10,112,SHP-00298
OL-0125437,CD-PR,2026-09-09,112,SHP-00299
OL-0125446,CD-SP,2026-09-10,75,SHP-00300
OL-0125443,CD-GO,2026-09-09,75,SHP-00301
OL-0125459,CD-SP,2026-09-10,175,SHP-00302
OL-0125452,CD-SP,2026-09-10,350,SHP-00303
OL-0125434,CD-SP,2026-09-11,75,SHP-00304
OL-0125449,CD-GO,2026-09-11,112,SHP-00305
OL-0125430,CD-PE,2026-09-14,175,SHP-00306
OL-0125436,CD-SP,2026-09-10,112,SHP-00307
OL-0125432,CD-SP,2026-09-10,75,SHP-00308
OL-0125462,CD-GO,2026-09-11,125,SHP-00309
OL-0125457,CD-PE,2026-09-10,150,SHP-00310
OL-0125460,CD-PE,2026-09-10,350,SHP-00311
OL-0125444,CD-SP,2026-09-14,175,SHP-00312
OL-0125445,CD-GO,2026-09-09,75,SHP-00313
OL-0125456,CD-PE,2026-09-10,175,SHP-00314
OL-0125450,CD-PR,2026-09-09,150,SHP-00315
OL-0125464,CD-SP,2026-09-10,175,SHP-00316
OL-0125463,CD-PE,2026-09-10,125,SHP-00317
OL-0125439,CD-SP,2026-09-10,75,SHP-00318
OL-0125455,CD-GO,2026-09-11,75,SHP-00319
OL-0125453,CD-SP,2026-09-10,112,SHP-00320
OL-0125433,CD-SP,2026-09-10,175,SHP-00321
OL-0125447,CD-SP,2026-09-10,350,SHP-00322
OL-0125461,CD-SP,2026-09-10,224,SHP-00323
OL-0125458,CD-SP,2026-09-10,150,SHP-00324
OL-0125465,CD-SP,2026-09-10,112,SHP-00325
OL-0125431,CD-PR,2026-09-09,350,SHP-00326
OL-0125440,CD-PE,2026-09-10,75,SHP-00327
OL-0125442,CD-PE,2026-09-10,336,SHP-00328
OL-0125441,CD-SP,2026-09-11,350,SHP-00329
OL-0125435,CD-PE,2026-09-11,75,SHP-00330
OL-0125534,CD-PE,2026-09-11,75,SHP-00331
OL-0125540,CD-PE,2026-09-11,112,SHP-00332
OL-0125536,CD-PE,2026-09-11,75,SHP-00333
OL-0125553,CD-SP,2026-09-11,175,SHP-00334
OL-0125549,CD-SP,2026-09-11,350,SHP-00335
OL-0125555,CD-SP,2026-09-11,350,SHP-00336
OL-0125539,CD-SP,2026-09-11,75,SHP-00337
OL-0125556,CD-SP,2026-09-11,175,SHP-00338
OL-0125547,CD-PR,2026-09-10,75,SHP-00339
OL-0125550,CD-PR,2026-09-10,224,SHP-00340
OL-0125551,CD-SP,2026-09-15,175,SHP-00341
OL-0125543,CD-PR,2026-09-10,350,SHP-00342
OL-0125542,CD-GO,2026-09-10,75,SHP-00343
OL-0125541,CD-SP,2026-09-11,75,SHP-00344
OL-0125546,CD-PE,2026-09-11,175,SHP-00345
OL-0125533,CD-SP,2026-09-11,112,SHP-00346
OL-0125544,CD-GO,2026-09-10,112,SHP-00347
OL-0125537,CD-SP,2026-09-11,75,SHP-00348
OL-0125535,CD-PE,2026-09-11,175,SHP-00349
OL-0125545,CD-SP,2026-09-11,112,SHP-00350
OL-0125538,CD-GO,2026-09-14,75,SHP-00351
OL-0125554,CD-SP,2026-09-11,75,SHP-00352
OL-0125552,CD-SP,2026-09-11,224,SHP-00353
OL-0125548,CD-SP,2026-09-11,175,SHP-00354
OL-0125651,CD-PR,2026-09-11,150,SHP-00355
OL-0125633,CD-PE,2026-09-14,224,SHP-00356
OL-0125634,CD-PE,2026-09-14,75,SHP-00356
OL-0125644,CD-PE,2026-09-14,175,SHP-00357
OL-0125643,CD-SP,2026-09-14,150,SHP-00358
OL-0125641,CD-SP,2026-09-14,175,SHP-00359
OL-0125628,CD-SP,2026-09-14,112,SHP-00360
OL-0125661,CD-GO,2026-09-11,125,SHP-00361
OL-0125655,CD-SP,2026-09-14,1050,SHP-00362
OL-0125647,CD-PR,2026-09-11,150,SHP-00363
OL-0125657,CD-PE,2026-09-14,112,SHP-00364
OL-0125648,CD-GO,2026-09-11,175,SHP-00365
OL-0125640,CD-PE,2026-09-14,175,SHP-00366
OL-0125637,CD-SP,2026-09-14,112,SHP-00367
OL-0125649,CD-PR,2026-09-11,336,SHP-00368
OL-0125635,CD-GO,2026-09-11,75,SHP-00369
OL-0125632,CD-GO,2026-09-15,175,SHP-00370
OL-0125629,CD-SP,2026-09-14,125,SHP-00371
OL-0125659,CD-PE,2026-09-14,350,SHP-00372
OL-0125642,CD-SP,2026-09-14,75,SHP-00373
OL-0125645,CD-SP,2026-09-14,150,SHP-00374
OL-0125638,CD-PE,2026-09-14,75,SHP-00375
OL-0125646,CD-SP,2026-09-14,224,SHP-00376
OL-0125658,CD-PR,2026-09-11,350,SHP-00377
OL-0125652,CD-GO,2026-09-11,112,SHP-00378
OL-0125654,CD-PE,2026-09-14,150,SHP-00379
OL-0125639,CD-PR,2026-09-11,125,SHP-00380
OL-0125656,CD-GO,2026-09-11,75,SHP-00381
OL-0125650,CD-SP,2026-09-14,75,SHP-00382
OL-0125636,CD-SP,2026-09-14,175,SHP-00383
OL-0125630,CD-GO,2026-09-15,112,SHP-00384
OL-0125631,CD-SP,2026-09-14,350,SHP-00385
OL-0125653,CD-GO,2026-09-11,175,SHP-00386
OL-0125660,CD-SP,2026-09-15,112,SHP-00387
OL-0125766,CD-PE,2026-09-15,112,SHP-00388
