date,region,is_business_day,holiday_name
2025-11-04,S,1,
2025-11-04,CO,1,
2025-11-04,NE,1,
2025-11-04,N,1,
2025-11-05,SE,1,
2025-11-05,S,1,
2025-11-05,CO,1,
2025-11-05,NE,1,
2025-11-05,N,1,
2025-11-06,SE,1,
2025-11-06,S,1,
2025-11-06,CO,1,
2025-11-06,NE,1,
2025-11-06,N,1,
2025-11-07,SE,1,
2025-11-07,S,1,
2025-11-07,CO,1,
2025-11-07,NE,1,
2025-11-07,N,1,
2025-11-08,SE,0,
2025-11-08,S,0,
2025-11-08,CO,0,
2025-11-08,NE,0,
2025-11-08,N,0,
2025-11-09,SE,0,
2025-11-09,S,0,
2025-11-09,CO,0,
2025-11-09,NE,0,
2025-11-09,N,0,
2025-11-10,SE,1,
2025-11-10,S,1,
2025-11-10,CO,1,
2025-11-10,NE,1,
2025-11-10,N,1,
2025-11-11,SE,1,
2025-11-11,S,1,
2025-11-11,CO,1,
2025-11-11,NE,1,
2025-11-11,N,1,
2025-11-12,SE,1,
2025-11-12,S,1,
2025-11-12,CO,1,
2025-11-12,NE,1,
2025-11-12,N,1,
2025-11-13,SE,1,
2025-11-13,S,1,
2025-11-13,CO,1,
2025-11-13,NE,1,
2025-11-13,N,1,
2025-11-14,SE,1,
2025-11-14,S,1,
2025-11-14,CO,1,
2025-11-14,NE,1,
2025-11-14,N,1,
2025-11-15,SE,0,Proclamação da República
2025-11-15,S,0,Proclamação da República
2025-11-15,CO,0,Proclamação da República
2025-11-15,NE,0,Proclamação da República
2025-11-15,N,0,Proclamação da República
2025-11-16,SE,0,
2025-11-16,S,0,
2025-11-16,CO,0,
2025-11-16,NE,0,
2025-11-16,N,0,
2025-11-17,SE,1,
2025-11-17,S,1,
2025-11-17,CO,1,
2025-11-17,NE,1,
2025-11-17,N,1,
2025-11-18,SE,1,
2025-11-18,S,1,
2025-11-18,CO,1,
2025-11-18,NE,1,
2025-11-18,N,1,
2025-11-19,SE,1,
2025-11-19,S,1,
2025-11-19,CO,1,
2025-11-19,NE,1,
2025-11-19,N,1,
2025-11-20,SE,0,Consciência Negra
2025-11-20,S,0,Consciência Negra
2025-11-20,CO,0,Consciência Negra
2025-11-20,NE,0,Consciência Negra
2025-11-20,N,0,Consciência Negra
2025-11-21,SE,1,
2025-11-21,S,1,
2025-11-21,CO,1,
2025-11-21,NE,1,
2025-11-21,N,1,
2025-11-22,SE,0,
2025-11-22,S,0,
2025-11-22,CO,0,
2025-11-22,NE,0,
2025-11-22,N,0,
2025-11-23,SE,0,
2025-11-23,S,0,
2025-11-23,CO,0,
2025-11-23,NE,0,
2025-11-23,N,0,
2025-11-24,SE,1,
2025-11-24,S,1,
2025-11-24,CO,1,
2025-11-24,NE,1,
2025-11-24,N,1,
2025-11-25,SE,1,
2025-11-25,S,1,
2025-11-25,CO,1,
2025-11-25,NE,1,
2025-11-25,N,1,
2025-11-26,SE,1,
2025-11-26,S,1,
2025-11-26,CO,1,
2025-11-26,NE,1,
2025-11-26,N,1,
2025-11-27,SE,1,
2025-11-27,S,1,
2025-11-27,CO,1,
2025-11-27,NE,1,
2025-11-27,N,1,
2025-11-28,SE,1,
2025-11-28,S,1,
2025-11-28,CO,1,
2025-11-28,NE,1,
2025-11-28,N,1,
2025-11-29,SE,0,
2025-11-29,S,0,
2025-11-29,CO,0,
2025-11-29,NE,0,
2025-11-29,N,0,
2025-11-30,SE,0,
2025-11-30,S,0,
2025-11-30,CO,0,
2025-11-30,NE,0,
2025-11-30,N,0,
2025-12-01,SE,1,
2025-12-01,S,1,
2025-12-01,CO,1,
2025-12-01,NE,1,
2025-12-01,N,1,
2025-12-02,SE,1,
2025-12-02,S,1,
2025-12-02,CO,1,
2025-12-02,NE,1,
2025-12-02,N,1,
2025-12-03,SE,1,
2025-12-03,S,1,
2025-12-03,CO,1,
2025-12-03,NE,1,
2025-12-03,N,1,
2025-12-04,SE,1,
2025-12-04,S,1,
2025-12-04,CO,1,
2025-12-04,NE,1,
2025-12-04,N,1,
2025-12-05,SE,1,
2025-12-05,S,1,
2025-12-05,CO,1,
2025-12-05,NE,1,
2025-12-05,N,1,
2025-12-06,SE,0,
2025-12-06,S,0,
2025-12-06,CO,0,
2025-12-06,NE,0,
2025-12-06,N,0,
2025-12-07,SE,0,
2025-12-07,S,0,
2025-12-07,CO,0,
2025-12-07,NE,0,
2025-12-07,N,0,
2025-12-08,SE,1,
2025-12-08,S,1,
2025-12-08,CO,1,
2025-12-08,NE,1,
2025-12-08,N,1,
2025-12-09,SE,1,
2025-12-09,S,1,
2025-12-09,CO,1,
2025-12-09,NE,1,
2025-12-09,N,1,
2025-12-10,SE,1,
2025-12-10,S,1,
2025-12-10,CO,1,
2025-12-10,NE,1,
2025-12-10,N,1,
2025-12-11,SE,1,
2025-12-11,S,1,
2025-12-11,CO,1,
2025-12-11,NE,1,
2025-12-11,N,1,
2025-12-12,SE,1,
2025-12-12,S,1,
2025-12-12,CO,1,
2025-12-12,NE,1,
2025-12-12,N,1,
2025-12-13,SE,0,
2025-12-13,S,0,
2025-12-13,CO,0,
2025-12-13,NE,0,
2025-12-13,N,0,
2025-12-14,SE,0,
2025-12-14,S,0,
2025-12-14,CO,0,
2025-12-14,NE,0,
2025-12-14,N,0,
2025-12-15,SE,1,
2025-12-15,S,1,
2025-12-15,CO,1,
2025-12-15,NE,1,
2025-12-15,N,1,
2025-12-16,SE,1,
2025-12-16,S,1,
2025-12-16,CO,1,
2025-12-16,NE,1,
2025-12-16,N,1,
2025-12-17,SE,1,
2025-12-17,S,1,
2025-12-17,CO,1,
2025-12-17,NE,1,
2025-12-17,N,1,
2025-12-18,SE,1,
2025-12-18,S,1,
2025-12-18,CO,1,
2025-12-18,NE,1,
2025-12-18,N,1,
2025-12-19,SE,1,
2025-12-19,S,1,
2025-12-19,CO,1,
2025-12-19,NE,1,
2025-12-19,N,1,
2025-12-20,SE,0,
2025-12-20,S,0,
2025-12-20,CO,0,
2025-12-20,NE,0,
2025-12-20,N,0,
2025-12-21,SE,0,
2025-12-21,S,0,
2025-12-21,CO,0,
2025-12-21,NE,0,
2025-12-21,N,0,
2025-12-22,SE,1,
2025-12-22,S,1,
2025-12-22,CO,1,
2025-12-22,NE,1,
2025-12-22,N,1,
2025-12-23,SE,1,
2025-12-23,S,1,
2025-12-23,CO,1,
2025-12-23,NE,1,
2025-12-23,N,1,
2025-12-24,SE,1,
2025-12-24,S,1,
2025-12-24,CO,1,
2025-12-24,NE,1,
2025-12-24,N,1,
2025-12-25,SE,0,Natal
2025-12-25,S,0,Natal
2025-12-25,CO,0,Natal
2025-12-25,NE,0,Natal
2025-12-25,N,0,Natal
2025-12-26,SE,1,
2025-12-26,S,1,
2025-12-26,CO,1,
2025-12-26,NE,1,
2025-12-26,N,1,
2025-12-27,SE,0,
2025-12-27,S,0,
2025-12-27,CO,0,
2025-12-27,NE,0,
2025-12-27,N,0,
2025-12-28,SE,0,
2025-12-28,S,0,
2025-12-28,CO,0,
2025-12-28,NE,0,
2025-12-28,N,0,
2025-12-29,SE,1,
2025-12-29,S,1,
2025-12-29,CO,1,
2025-12-29,NE,1,
2025-12-29,N,1,
2025-12-30,SE,1,
2025-12-30,S,1,
2025-12-30,CO,1,
2025-12-30,NE,1,
2025-12-30,N,1,
2025-12-31,SE,1,
2025-12-31,S,1,
2025-12-31,CO,1,
2025-12-31,NE,1,
2025-12-31,N,1,
2026-01-01,SE,0,Confraternização
2026-01-01,S,0,Confraternização
2026-01-01,CO,0,Confraternização
2026-01-01,NE,0,Confraternização
2026-01-01,N,0,Confraternização
2026-01-02,SE,1,
2026-01-02,S,1,
2026-01-02,CO,1,
2026-01-02,NE,1,
2026-01-02,N,1,
2026-01-03,SE,0,
2026-01-03,S,0,
2026-01-03,CO,0,
2026-01-03,NE,0,
2026-01-03,N,0,
2026-01-04,SE,0,
2026-01-04,S,0,
2026-01-04,CO,0,
2026-01-04,NE,0,
2026-01-04,N,0,
2026-01-05,SE,1,
2026-01-05,S,1,
2026-01-05,CO,1,
2026-01-05,NE,1,
2026-01-05,N,1,
2026-01-06,SE,1,
2026-01-06,S,1,
2026-01-06,CO,1,
2026-01-06,NE,1,
2026-01-06,N,1,
2026-01-07,SE,1,
2026-01-07,S,1,
2026-01-07,CO,1,
2026-01-07,NE,1,
2026-01-07,N,1,
2026-01-08,SE,1,
2026-01-08,S,1,
2026-01-08,CO,1,
2026-01-08,NE,1,
2026-01-08,N,1,
2026-01-09,SE,1,
2026-01-09,S,1,
2026-01-09,CO,1,
2026-01-09,NE,1,
2026-01-09,N,1,
2026-01-10,SE,0,
2026-01-10,S,0,
2026-01-10,CO,0,
2026-01-10,NE,0,
2026-01-10,N,0,
2026-01-11,SE,0,
2026-01-11,S,0,
2026-01-11,CO,0,
2026-01-11,NE,0,
2026-01-11,N,0,
2026-01-12,SE,1,
2026-01-12,S,1,
2026-01-12,CO,1,
2026-01-12,NE,1,
2026-01-12,N,1,
2026-01-13,SE,1,
2026-01-13,S,1,
2026-01-13,CO,1,
2026-01-13,NE,1,
2026-01-13,N,1,
2026-01-14,SE,1,
2026-01-14,S,1,
2026-01-14,CO,1,
2026-01-14,NE,1,
2026-01-14,N,1,
2026-01-15,SE,1,
2026-01-15,S,1,
2026-01-15,CO,1,
2026-01-15,NE,1,
2026-01-15,N,1,
2026-01-16,SE,1,
2026-01-16,S,1,
2026-01-16,CO,1,
2026-01-16,NE,1,
2026-01-16,N,1,
2026-01-17,SE,0,
2026-01-17,S,0,
2026-01-17,CO,0,
2026-01-17,NE,0,
2026-01-17,N,0,
2026-01-18,SE,0,
2026-01-18,S,0,
2026-01-18,CO,0,
2026-01-18,NE,0,
2026-01-18,N,0,
2026-01-19,SE,1,
2026-01-19,S,1,
2026-01-19,CO,1,
2026-01-19,NE,1,
2026-01-19,N,1,
2026-01-20,SE,1,
2026-01-20,S,1,
2026-01-20,CO,1,
2026-01-20,NE,1,
2026-01-20,N,1,
2026-01-21,SE,1,
2026-01-21,S,1,
2026-01-21,CO,1,
2026-01-21,NE,1,
2026-01-21,N,1,
2026-01-22,SE,1,
2026-01-22,S,1,
2026-01-22,CO,1,
2026-01-22,NE,1,
2026-01-22,N,1,
2026-01-23,SE,1,
2026-01-23,S,1,
2026-01-23,CO,1,
2026-01-23,NE,1,
2026-01-23,N,1,
2026-01-24,SE,0,
2026-01-24,S,0,
2026-01-24,CO,0,
2026-01-24,NE,0,
2026-01-24,N,0,
2026-01-25,SE,0,
2026-01-25,S,0,
2026-01-25,CO,0,
2026-01-25,NE,0,
2026-01-25,N,0,
2026-01-26,SE,1,
2026-01-26,S,1,
2026-01-26,CO,1,
2026-01-26,NE,1,
2026-01-26,N,1,
2026-01-27,SE,1,
2026-01-27,S,1,
2026-01-27,CO,1,
2026-01-27,NE,1,
2026-01-27,N,1,
2026-01-28,SE,1,
2026-01-28,S,1,
2026-01-28,CO,1,
2026-01-28,NE,1,
2026-01-28,N,1,
2026-01-29,SE,1,
2026-01-29,S,1,
2026-01-29,CO,1,
2026-01-29,NE,1,
2026-01-29,N,1,
2026-01-30,SE,1,
2026-01-30,S,1,
2026-01-30,CO,1,
2026-01-30,NE,1,
2026-01-30,N,1,
2026-01-31,SE,0,
2026-01-31,S,0,
2026-01-31,CO,0,
2026-01-31,NE,0,
2026-01-31,N,0,
2026-02-01,SE,0,
2026-02-01,S,0,
2026-02-01,CO,0,
2026-02-01,NE,0,
2026-02-01,N,0,
2026-02-02,SE,1,
2026-02-02,S,1,
2026-02-02,CO,1,
2026-02-02,NE,1,
2026-02-02,N,1,
2026-02-03,SE,1,
2026-02-03,S,1,
2026-02-03,CO,1,
2026-02-03,NE,1,
2026-02-03,N,1,
2026-02-04,SE,1,
2026-02-04,S,1,
2026-02-04,CO,1,
2026-02-04,NE,1,
2026-02-04,N,1,
2026-02-05,SE,1,
2026-02-05,S,1,
2026-02-05,CO,1,
2026-02-05,NE,1,
2026-02-05,N,1,
2026-02-06,SE,1,
2026-02-06,S,1,
2026-02-06,CO,1,
2026-02-06,NE,1,
2026-02-06,N,1,
2026-02-07,SE,0,
2026-02-07,S,0,
2026-02-07,CO,0,
2026-02-07,NE,0,
2026-02-07,N,0,
2026-02-08,SE,0,
2026-02-08,S,0,
2026-02-08,CO,0,
2026-02-08,NE,0,
2026-02-08,N,0,
2026-02-09,SE,1,
2026-02-09,S,1,
2026-02-09,CO,1,
2026-02-09,NE,1,
2026-02-09,N,1,
2026-02-10,SE,1,
2026-02-10,S,1,
2026-02-10,CO,1,
2026-02-10,NE,1,
2026-02-10,N,1,
2026-02-11,SE,1,
2026-02-11,S,1,
2026-02-11,CO,1,
2026-02-11,NE,1,
2026-02-11,N,1,
2026-02-12,SE,1,
2026-02-12,S,1,
2026-02-12,CO,1,
2026-02-12,NE,1,
2026-02-12,N,1,
2026-02-13,SE,1,
2026-02-13,S,1,
2026-02-13,CO,1,
2026-02-13,NE,1,
2026-02-13,N,1,
2026-02-14,SE,0,
2026-02-14,S,0,
2026-02-14,CO,0,
2026-02-14,NE,0,
2026-02-14,N,0,
2026-02-15,SE,0,
2026-02-15,S,0,
2026-02-15,CO,0,
2026-02-15,NE,0,
2026-02-15,N,0,
2026-02-16,SE,0,Carnaval
2026-02-16,S,0,Carnaval
2026-02-16,CO,0,Carnaval
2026-02-16,NE,0,Carnaval
2026-02-16,N,0,Carnaval
2026-02-17,SE,0,Carnaval
2026-02-17,S,0,Carnaval
2026-02-17,CO,0,Carnaval
2026-02-17,NE,0,Carnaval
2026-02-17,N,0,Carnaval
2026-02-18,SE,1,
2026-02-18,S,1,
2026-02-18,CO,1,
2026-02-18,NE,1,
2026-02-18,N,1,
2026-02-19,SE,1,
2026-02-19,S,1,
2026-02-19,CO,1,
2026-02-19,NE,1,
2026-02-19,N,1,
2026-02-20,SE,1,
2026-02-20,S,1,
2026-02-20,CO,1,
2026-02-20,NE,1,
2026-02-20,N,1,
2026-02-21,SE,0,
2026-02-21,S,0,
2026-02-21,CO,0,
2026-02-21,NE,0,
2026-02-21,N,0,
2026-02-22,SE,0,
2026-02-22,S,0,
2026-02-22,CO,0,
2026-02-22,NE,0,
2026-02-22,N,0,
2026-02-23,SE,1,
2026-02-23,S,1,
2026-02-23,CO,1,
2026-02-23,NE,1,
2026-02-23,N,1,
2026-02-24,SE,1,
2026-02-24,S,1,
2026-02-24,CO,1,
2026-02-24,NE,1,
2026-02-24,N,1,
2026-02-25,SE,1,
2026-02-25,S,1,
2026-02-25,CO,1,
2026-02-25,NE,1,
2026-02-25,N,1,
2026-02-26,SE,1,
2026-02-26,S,1,
2026-02-26,CO,1,
2026-02-26,NE,1,
2026-02-26,N,1,
2026-02-27,SE,1,
2026-02-27,S,1,
2026-02-27,CO,1,
2026-02-27,NE,1,
2026-02-27,N,1,
2026-02-28,SE,0,
2026-02-28,S,0,
2026-02-28,CO,0,
2026-02-28,NE,0,
2026-02-28,N,0,
2026-03-01,SE,0,
2026-03-01,S,0,
2026-03-01,CO,0,
2026-03-01,NE,0,
2026-03-01,N,0,
2026-03-02,SE,1,
2026-03-02,S,1,
2026-03-02,CO,1,
2026-03-02,NE,1,
2026-03-02,N,1,
2026-03-03,SE,1,
2026-03-03,S,1,
2026-03-03,CO,1,
2026-03-03,NE,1,
2026-03-03,N,1,
2026-03-04,SE,1,
2026-03-04,S,1,
2026-03-04,CO,1,
2026-03-04,NE,1,
2026-03-04,N,1,
2026-03-05,SE,1,
2026-03-05,S,1,
2026-03-05,CO,1,
2026-03-05,NE,1,
2026-03-05,N,1,
2026-03-06,SE,1,
2026-03-06,S,1,
2026-03-06,CO,1,
2026-03-06,NE,1,
2026-03-06,N,1,
2026-03-07,SE,0,
2026-03-07,S,0,
2026-03-07,CO,0,
2026-03-07,NE,0,
2026-03-07,N,0,
2026-03-08,SE,0,
2026-03-08,S,0,
2026-03-08,CO,0,
2026-03-08,NE,0,
2026-03-08,N,0,
2026-03-09,SE,1,
2026-03-09,S,1,
2026-03-09,CO,1,
2026-03-09,NE,1,
2026-03-09,N,1,
2026-03-10,SE,1,
2026-03-10,S,1,
2026-03-10,CO,1,
2026-03-10,NE,1,
2026-03-10,N,1,
2026-03-11,SE,1,
2026-03-11,S,1,
2026-03-11,CO,1,
2026-03-11,NE,1,
2026-03-11,N,1,
2026-03-12,SE,1,
2026-03-12,S,1,
2026-03-12,CO,1,
2026-03-12,NE,1,
2026-03-12,N,1,
2026-03-13,SE,1,
2026-03-13,S,1,
2026-03-13,CO,1,
2026-03-13,NE,1,
2026-03-13,N,1,
2026-03-14,SE,0,
2026-03-14,S,0,
2026-03-14,CO,0,
2026-03-14,NE,0,
2026-03-14,N,0,
2026-03-15,SE,0,
2026-03-15,S,0,
2026-03-15,CO,0,
2026-03-15,NE,0,
2026-03-15,N,0,
2026-03-16,SE,1,
2026-03-16,S,1,
2026-03-16,CO,1,
2026-03-16,NE,1,
2026-03-16,N,1,
2026-03-17,SE,1,
2026-03-17,S,1,
2026-03-17,CO,1,
2026-03-17,NE,1,
2026-03-17,N,1,
2026-03-18,SE,1,
2026-03-18,S,1,
2026-03-18,CO,1,
2026-03-18,NE,1,
2026-03-18,N,1,
2026-03-19,SE,1,
2026-03-19,S,1,
2026-03-19,CO,1,
2026-03-19,NE,1,
2026-03-19,N,1,
2026-03-20,SE,1,
2026-03-20,S,1,
2026-03-20,CO,1,
2026-03-20,NE,1,
2026-03-20,N,1,
2026-03-21,SE,0,
2026-03-21,S,0,
2026-03-21,CO,0,
2026-03-21,NE,0,
2026-03-21,N,0,
2026-03-22,SE,0,
2026-03-22,S,0,
2026-03-22,CO,0,
2026-03-22,NE,0,
2026-03-22,N,0,
2026-03-23,SE,1,
2026-03-23,S,1,
2026-03-23,CO,1,
2026-03-23,NE,1,
2026-03-23,N,1,
2026-03-24,SE,1,
2026-03-24,S,1,
2026-03-24,CO,1,
2026-03-24,NE,1,
2026-03-24,N,1,
2026-03-25,SE,1,
2026-03-25,S,1,
2026-03-25,CO,1,
2026-03-25,NE,1,
2026-03-25,N,1,
2026-03-26,SE,1,
2026-03-26,S,1,
2026-03-26,CO,1,
2026-03-26,NE,1,
2026-03-26,N,1,
2026-03-27,SE,1,
2026-03-27,S,1,
2026-03-27,CO,1,
2026-03-27,NE,1,
2026-03-27,N,1,
2026-03-28,SE,0,
2026-03-28,S,0,
2026-03-28,CO,0,
2026-03-28,NE,0,
2026-03-28,N,0,
2026-03-29,SE,0,
2026-03-29,S,0,
2026-03-29,CO,0,
2026-03-29,NE,0,
2026-03-29,N,0,
2026-03-30,SE,1,
2026-03-30,S,1,
2026-03-30,CO,1,
2026-03-30,NE,1,
2026-03-30,N,1,
2026-03-31,SE,1,
2026-03-31,S,1,
2026-03-31,CO,1,
2026-03-31,NE,1,
2026-03-31,N,1,
2026-04-01,SE,1,
2026-04-01,S,1,
2026-04-01,CO,1,
2026-04-01,NE,1,
2026-04-01,N,1,
2026-04-02,SE,1,
2026-04-02,S,1,
2026-04-02,CO,1,
2026-04-02,NE,1,
2026-04-02,N,1,
2026-04-03,SE,0,Sexta-feira Santa
2026-04-03,S,0,Sexta-feira Santa
2026-04-03,CO,0,Sexta-feira Santa
2026-04-03,NE,0,Sexta-feira Santa
2026-04-03,N,0,Sexta-feira Santa
2026-04-04,SE,0,
2026-04-04,S,0,
2026-04-04,CO,0,
2026-04-04,NE,0,
2026-04-04,N,0,
2026-04-05,SE,0,
2026-04-05,S,0,
2026-04-05,CO,0,
2026-04-05,NE,0,
2026-04-05,N,0,
