week_start,sku,region,forecast_qty,consumed_qty
2025-12-01,P2,N,2105,954
2025-12-01,P3,SE,5599,5652
2025-12-01,P3,S,2503,2166
2025-12-01,P3,CO,1259,1332
2025-12-01,P3,NE,2549,2259
2025-12-01,P3,N,631,516
2025-12-01,P4,SE,16175,15498
2025-12-01,P4,S,7232,7254
2025-12-01,P4,CO,3638,3714
2025-12-01,P4,NE,7363,7635
2025-12-01,P4,N,1824,915
2025-12-01,P5,SE,2592,2198
2025-12-01,P5,S,1159,840
2025-12-01,P5,CO,583,673
2025-12-01,P5,NE,1180,1519
2025-12-01,P5,N,292,143
2025-12-08,P1,SE,31106,28708
2025-12-08,P1,S,13908,14906
2025-12-08,P1,CO,6996,6521
2025-12-08,P1,NE,14159,15847
2025-12-08,P1,N,3508,2316
2025-12-08,P2,SE,18664,19200
2025-12-08,P2,S,8345,7456
2025-12-08,P2,CO,4197,4276
2025-12-08,P2,NE,8496,7462
2025-12-08,P2,N,2105,1522
2025-12-08,P3,SE,5599,4848
2025-12-08,P3,S,2503,2871
2025-12-08,P3,CO,1259,1251
2025-12-08,P3,NE,2549,2184
2025-12-08,P3,N,631,510
2025-12-08,P4,SE,16175,19431
2025-12-08,P4,S,7232,6936
2025-12-08,P4,CO,3638,3645
2025-12-08,P4,NE,7363,7254
2025-12-08,P4,N,1824,714
2025-12-08,P5,SE,2592,2859
2025-12-08,P5,S,1159,1346
2025-12-08,P5,CO,583,673
2025-12-08,P5,NE,1180,858
2025-12-08,P5,N,292,30
2025-12-15,P1,SE,31106,31272
2025-12-15,P1,S,13908,13784
2025-12-15,P1,CO,6996,7981
2025-12-15,P1,NE,14159,14484
2025-12-15,P1,N,3508,2129
2025-12-15,P2,SE,18664,23956
2025-12-15,P2,S,8345,9760
2025-12-15,P2,CO,4197,4252
2025-12-15,P2,NE,8496,7468
2025-12-15,P2,N,2105,954
2025-12-15,P3,SE,5599,5583
2025-12-15,P3,S,2503,2283
2025-12-15,P3,CO,1259,933
2025-12-15,P3,NE,2549,2253
2025-12-15,P3,N,631,141
2025-12-15,P4,SE,16175,18621
2025-12-15,P4,S,7232,6456
2025-12-15,P4,CO,3638,4008
2025-12-15,P4,NE,7363,7839
2025-12-15,P4,N,1824,1113
2025-12-15,P5,SE,2592,2395
2025-12-15,P5,S,1159,852
2025-12-15,P5,CO,583,167
2025-12-15,P5,NE,1180,1495
2025-12-15,P5,N,292,155
2025-12-22,P1,SE,25134,25650
2025-12-22,P1,S,11238,12813
2025-12-22,P1,CO,5653,4880
2025-12-22,P1,NE,11441,10973
2025-12-22,P1,N,2835,1399
2025-12-22,P2,SE,15080,19016
2025-12-22,P2,S,6743,6230
2025-12-22,P2,CO,3392,3210
2025-12-22,P2,NE,6864,7302
2025-12-22,P2,N,1701,1060
2025-12-22,P3,SE,4524,4437
2025-12-22,P3,S,2023,2178
2025-12-22,P3,CO,1017,1227
2025-12-22,P3,NE,2059,1968
2025-12-22,P3,N,510,510
2025-12-22,P4,SE,13069,11784
2025-12-22,P4,S,5844,7254
2025-12-22,P4,CO,2939,3228
2025-12-22,P4,NE,5949,7266
2025-12-22,P4,N,1474,1008
2025-12-22,P5,SE,2094,2853
2025-12-22,P5,S,936,858
2025-12-22,P5,CO,471,673
2025-12-22,P5,NE,953,1328
2025-12-22,P5,N,236,24
2025-12-29,P1,SE,23914,21958
2025-12-29,P1,S,10695,9555
2025-12-29,P1,CO,5381,5574
2025-12-29,P1,NE,10897,10255
2025-12-29,P1,N,2699,1393
2025-12-29,P2,SE,14471,13574
2025-12-29,P2,S,6472,6580
2025-12-29,P2,CO,3256,3648
2025-12-29,P2,NE,6594,6260
2025-12-29,P2,N,1633,1362
2025-12-29,P3,SE,4234,3798
2025-12-29,P3,S,1893,2049
2025-12-29,P3,CO,953,921
2025-12-29,P3,NE,1929,1455
2025-12-29,P3,N,478,117
2025-12-29,P4,SE,11328,11772
2025-12-29,P4,S,5065,4425
2025-12-29,P4,CO,2548,2019
2025-12-29,P4,NE,5158,5628
2025-12-29,P4,N,1278,921
2025-12-29,P5,SE,2094,2210
2025-12-29,P5,S,937,1322
2025-12-29,P5,CO,471,667
2025-12-29,P5,NE,955,882
2025-12-29,P5,N,236,643
2026-01-05,P1,SE,22396,24021
2026-01-05,P1,S,10034,10750
2026-01-05,P1,CO,5057,5393
2026-01-05,P1,NE,10276,9320
2026-01-05,P1,N,2539,1369
2026-01-05,P2,SE,14309,14924
2026-01-05,P2,S,6410,6236
2026-01-05,P2,CO,3231,3050
2026-01-05,P2,NE,6565,8066
2026-01-05,P2,N,1622,936
2026-01-05,P3,SE,3525,3405
2026-01-05,P3,S,1579,1437
2026-01-05,P3,CO,796,828
2026-01-05,P3,NE,1618,2049
2026-01-05,P3,N,400,117
2026-01-05,P4,SE,3733,2835
2026-01-05,P4,S,1672,1308
2026-01-05,P4,CO,843,891
2026-01-05,P4,NE,1713,1620
2026-01-05,P4,N,423,186
2026-01-05,P5,SE,2592,2192
2026-01-05,P5,S,1161,1358
2026-01-05,P5,CO,585,661
2026-01-05,P5,NE,1189,1352
2026-01-05,P5,N,294,30
2026-01-12,P1,SE,22396,21240
2026-01-12,P1,S,10034,10068
2026-01-12,P1,CO,5057,5387
2026-01-12,P1,NE,10276,11709
2026-01-12,P1,N,2539,1200
2026-01-12,P2,SE,14309,14042
2026-01-12,P2,S,6410,6384
2026-01-12,P2,CO,3231,2600
2026-01-12,P2,NE,6565,6094
2026-01-12,P2,N,1622,794
2026-01-12,P3,SE,3525,3198
2026-01-12,P3,S,1579,1668
2026-01-12,P3,CO,796,828
2026-01-12,P3,NE,1618,1854
2026-01-12,P3,N,400,498
2026-01-12,P4,SE,3733,3714
2026-01-12,P4,S,1672,2007
2026-01-12,P4,CO,843,1110
2026-01-12,P4,NE,1713,1614
2026-01-12,P4,N,423,405
2026-01-12,P5,SE,2592,3538
2026-01-12,P5,S,1161,834
2026-01-12,P5,CO,585,209
2026-01-12,P5,NE,1189,1346
2026-01-12,P5,N,294,155
2026-01-19,P1,SE,22396,22905
2026-01-19,P1,S,10034,10955
2026-01-19,P1,CO,5057,4868
2026-01-19,P1,NE,10276,12107
2026-01-19,P1,N,2539,2075
2026-01-19,P2,SE,14309,31388
2026-01-19,P2,S,6410,7184
2026-01-19,P2,CO,3231,4086
2026-01-19,P2,NE,6565,7332
2026-01-19,P2,N,1622,906
2026-01-19,P3,SE,3525,3498
2026-01-19,P3,S,1579,1437
2026-01-19,P3,CO,796,528
2026-01-19,P3,NE,1618,1350
2026-01-19,P3,N,400,117
2026-01-19,P4,SE,3733,3621
2026-01-19,P4,S,1672,1614
2026-01-19,P4,CO,843,810
2026-01-19,P4,NE,1713,2100
2026-01-19,P4,N,423,105
2026-01-19,P5,SE,2592,2377
2026-01-19,P5,S,1161,703
2026-01-19,P5,CO,585,1167
2026-01-19,P5,NE,1189,334
2026-01-19,P5,N,294,155
2026-01-26,P1,SE,22396,21439
2026-01-26,P1,S,10034,9531
2026-01-26,P1,CO,5057,6087
2026-01-26,P1,NE,10276,9314
2026-01-26,P1,N,2539,1200
2026-01-26,P2,SE,14309,32880
2026-01-26,P2,S,6410,6230
2026-01-26,P2,CO,3231,3068
2026-01-26,P2,NE,6565,6698
2026-01-26,P2,N,1622,930
2026-01-26,P3,SE,3525,4221
2026-01-26,P3,S,1579,2049
2026-01-26,P3,CO,796,822
2026-01-26,P3,NE,1618,2031
2026-01-26,P3,N,400,417
2026-01-26,P4,SE,3733,4032
2026-01-26,P4,S,1672,1707
2026-01-26,P4,CO,843,798
2026-01-26,P4,NE,1713,1914
2026-01-26,P4,N,423,111
2026-01-26,P5,SE,2592,2859
2026-01-26,P5,S,1161,840
2026-01-26,P5,CO,585,179
2026-01-26,P5,NE,1189,1340
2026-01-26,P5,N,294,18
2026-02-02,P1,SE,22894,23816
2026-02-02,P1,S,10277,10955
2026-02-02,P1,CO,5190,4910
2026-02-02,P1,NE,10589,9133
2026-02-02,P1,N,2608,1393
2026-02-02,P2,SE,14620,14776
2026-02-02,P2,S,6563,6266
2026-02-02,P2,CO,3314,3204
2026-02-02,P2,NE,6762,7474
2026-02-02,P2,N,1665,924
2026-02-02,P3,SE,3650,4020
2026-02-02,P3,S,1638,1356
2026-02-02,P3,CO,827,909
2026-02-02,P3,NE,1688,1773
2026-02-02,P3,N,416,111
2026-02-02,P4,SE,2800,2823
2026-02-02,P4,S,1257,1203
2026-02-02,P4,CO,635,423
2026-02-02,P4,NE,1295,915
2026-02-02,P4,N,319,399
2026-02-02,P5,SE,2592,1698
2026-02-02,P5,S,1164,1340
2026-02-02,P5,CO,588,161
2026-02-02,P5,NE,1199,1370
2026-02-02,P5,N,295,155
2026-02-09,P1,SE,22894,22175
2026-02-09,P1,S,10277,10279
2026-02-09,P1,CO,5190,6250
2026-02-09,P1,NE,10589,11172
2026-02-09,P1,N,2608,1381
2026-02-09,P2,SE,14620,15244
2026-02-09,P2,S,6563,7320
2026-02-09,P2,CO,3314,3168
2026-02-09,P2,NE,6762,6846
2026-02-09,P2,N,1665,794
2026-02-09,P3,SE,3650,3423
2026-02-09,P3,S,1638,1737
2026-02-09,P3,CO,827,1140
2026-02-09,P3,NE,1688,1431
2026-02-09,P3,N,416,111
2026-02-09,P4,SE,2800,2412
2026-02-09,P4,S,1257,1209
2026-02-09,P4,CO,635,804
2026-02-09,P4,NE,1295,1209
2026-02-09,P4,N,319,99
2026-02-09,P5,SE,2592,2180
2026-02-09,P5,S,1164,1358
2026-02-09,P5,CO,588,1328
2026-02-09,P5,NE,1199,1507
2026-02-09,P5,N,295,524
2026-02-16,P1,SE,12363,12590
2026-02-16,P1,S,5550,5399
2026-02-16,P1,CO,2803,1924
2026-02-16,P1,NE,5718,6316
2026-02-16,P1,N,1408,947
2026-02-16,P2,SE,7895,8546
2026-02-16,P2,S,3544,4234
2026-02-16,P2,CO,1790,1836
2026-02-16,P2,NE,3651,3044
2026-02-16,P2,N,899,746
2026-02-16,P3,SE,1971,1737
2026-02-16,P3,S,885,828
2026-02-16,P3,CO,447,198
2026-02-16,P3,NE,912,1152
2026-02-16,P3,N,225,399
2026-02-16,P4,SE,1512,1209
2026-02-16,P4,S,679,816
2026-02-16,P4,CO,343,93
2026-02-16,P4,NE,699,792
2026-02-16,P4,N,172,12
2026-02-16,P5,SE,1400,1370
2026-02-16,P5,S,628,197
2026-02-16,P5,CO,317,173
2026-02-16,P5,NE,647,679
2026-02-16,P5,N,159,12
2026-02-23,P1,SE,22894,25903
2026-02-23,P1,S,10277,10002
2026-02-23,P1,CO,5190,5562
2026-02-23,P1,NE,10589,10243
2026-02-23,P1,N,2608,1375
2026-02-23,P2,SE,14620,13574
2026-02-23,P2,S,6563,6272
2026-02-23,P2,CO,3314,3642
2026-02-23,P2,NE,6762,6734
2026-02-23,P2,N,1665,936
2026-02-23,P3,SE,3650,3522
2026-02-23,P3,S,1638,1350
2026-02-23,P3,CO,827,834
2026-02-23,P3,NE,1688,1842
2026-02-23,P3,N,416,117
2026-02-23,P4,SE,2800,2817
2026-02-23,P4,S,1257,1515
2026-02-23,P4,CO,635,798
2026-02-23,P4,NE,1295,1221
2026-02-23,P4,N,319,393
2026-02-23,P5,SE,2592,3032
2026-02-23,P5,S,1164,1346
2026-02-23,P5,CO,588,679
2026-02-23,P5,NE,1199,852
2026-02-23,P5,N,295,149
2026-03-02,P1,SE,24885,24968
2026-03-02,P1,S,11193,11003
2026-03-02,P1,CO,5664,5586
2026-03-02,P1,NE,11602,10780
2026-03-02,P1,N,2849,1399
2026-03-02,P2,SE,15553,16748
2026-03-02,P2,S,6996,8658
2026-03-02,P2,CO,3540,3068
2026-03-02,P2,NE,7251,7912
2026-03-02,P2,N,1781,912
2026-03-02,P3,SE,4147,5235
2026-03-02,P3,S,1866,2154
2026-03-02,P3,CO,944,1134
2026-03-02,P3,NE,1934,2049
2026-03-02,P3,N,475,123
2026-03-02,P4,SE,3111,2424
2026-03-02,P4,S,1399,1308
2026-03-02,P4,CO,708,804
2026-03-02,P4,NE,1450,1608
2026-03-02,P4,N,356,99
2026-03-02,P5,SE,2592,2198
2026-03-02,P5,S,1166,1513
2026-03-02,P5,CO,590,667
2026-03-02,P5,NE,1208,858
2026-03-02,P5,N,297,24
2026-03-09,P1,SE,24885,25861
2026-03-09,P1,S,11193,11202
2026-03-09,P1,CO,5664,6304
2026-03-09,P1,NE,11602,9525
2026-03-09,P1,N,2849,1212
2026-03-09,P2,SE,15553,14752
2026-03-09,P2,S,6996,7314
2026-03-09,P2,CO,3540,3660
2026-03-09,P2,NE,7251,10672
2026-03-09,P2,N,1781,930
2026-03-09,P3,SE,4147,4350
2026-03-09,P3,S,1866,2067
2026-03-09,P3,CO,944,921
2026-03-09,P3,NE,1934,1467
2026-03-09,P3,N,475,504
2026-03-09,P4,SE,3111,2829
2026-03-09,P4,S,1399,1503
2026-03-09,P4,CO,708,723
2026-03-09,P4,NE,1450,1602
2026-03-09,P4,N,356,405
2026-03-09,P5,SE,2592,2889
2026-03-09,P5,S,1166,852
2026-03-09,P5,CO,590,679
2026-03-09,P5,NE,1208,1352
2026-03-09,P5,N,297,155
2026-03-16,P1,SE,24885,24745
2026-03-16,P1,S,11193,11154
2026-03-16,P1,CO,5664,4699
2026-03-16,P1,NE,11602,12614
2026-03-16,P1,N,2849,2093
2026-03-16,P2,SE,15553,15404
2026-03-16,P2,S,6996,6284
2026-03-16,P2,CO,3540,3802
2026-03-16,P2,NE,7251,10506
2026-03-16,P2,N,1781,930
2026-03-16,P3,SE,4147,4215
2026-03-16,P3,S,1866,1443
2026-03-16,P3,CO,944,528
2026-03-16,P3,NE,1934,2484
2026-03-16,P3,N,475,117
2026-03-16,P4,SE,3111,3321
2026-03-16,P4,S,1399,1296
2026-03-16,P4,CO,708,492
2026-03-16,P4,NE,1450,1227
2026-03-16,P4,N,356,93
2026-03-16,P5,SE,2592,2877
2026-03-16,P5,S,1166,1334
2026-03-16,P5,CO,590,167
2026-03-16,P5,NE,1208,1346
2026-03-16,P5,N,297,18
2026-03-23,P1,SE,24885,25891
2026-03-23,P1,S,11193,11196
2026-03-23,P1,CO,5664,6304
2026-03-23,P1,NE,11602,10261
2026-03-23,P1,N,2849,1399
2026-03-23,P2,SE,15553,13580
2026-03-23,P2,S,6996,7296
2026-03-23,P2,CO,3540,3666
2026-03-23,P2,NE,7251,8380
2026-03-23,P2,N,1781,1404
2026-03-23,P3,SE,4147,3627
2026-03-23,P3,S,1866,2160
2026-03-23,P3,CO,944,828
2026-03-23,P3,NE,1934,1725
2026-03-23,P3,N,475,423
2026-03-23,P4,SE,3111,3204
2026-03-23,P4,S,1399,1221
2026-03-23,P4,CO,708,798
2026-03-23,P4,NE,1450,1596
2026-03-23,P4,N,356,99
2026-03-23,P5,SE,2592,3520
2026-03-23,P5,S,1166,1346
2026-03-23,P5,CO,590,673
2026-03-23,P5,NE,1208,852
2026-03-23,P5,N,297,655
2026-03-30,P1,SE,21401,20323
2026-03-30,P1,S,9635,10750
2026-03-30,P1,CO,4880,4669
2026-03-30,P1,NE,10014,10050
2026-03-30,P1,N,2456,1369
2026-03-30,P2,SE,13376,14782
2026-03-30,P2,S,6022,6260
2026-03-30,P2,CO,3050,2446
2026-03-30,P2,NE,6259,5034
2026-03-30,P2,N,1535,912
2026-03-30,P3,SE,3567,3903
2026-03-30,P3,S,1606,1743
2026-03-30,P3,CO,813,822
2026-03-30,P3,NE,1669,1350
2026-03-30,P3,N,409,111
2026-03-30,P4,SE,3919,3639
2026-03-30,P4,S,1765,2025
2026-03-30,P4,CO,894,723
2026-03-30,P4,NE,1837,2031
