order_id,order_line_id,customer_id,sku,qty,order_ts,requested_date,ship_to_region,channel,segment
ORD-000040,OL-0000047,C-00704,P4,48,2025-09-01T11:50:00,2025-09-08,NE,PORTAL,ECM
ORD-000041,OL-0000048,C-00707,P2,42,2025-09-01T11:40:00,2025-09-08,SE,PORTAL,ECM
ORD-000042,OL-0000049,C-00711,P5,18,2025-09-01T17:00:00,2025-09-08,S,PORTAL,ECM
ORD-000043,OL-0000050,C-00714,P1,108,2025-09-01T11:51:00,2025-09-08,S,PORTAL,ECM
ORD-000043,OL-0000051,C-00714,P3,30,2025-09-01T11:51:00,2025-09-08,S,PORTAL,ECM
ORD-000044,OL-0000052,C-00717,P4,24,2025-09-01T09:07:00,2025-09-08,CO,PORTAL,ECM
ORD-000045,OL-0000053,C-00720,P4,36,2025-09-01T13:00:00,2025-09-08,S,PORTAL,ECM
ORD-000046,OL-0000054,C-00723,P4,18,2025-09-01T11:06:00,2025-09-08,S,PORTAL,ECM
ORD-000047,OL-0000055,C-00727,P5,24,2025-09-01T17:56:00,2025-09-08,SE,PORTAL,ECM
ORD-000048,OL-0000056,C-00734,P2,84,2025-09-01T13:11:00,2025-09-08,NE,PORTAL,ECM
ORD-000048,OL-0000057,C-00734,P3,36,2025-09-01T13:11:00,2025-09-08,NE,PORTAL,ECM
ORD-000049,OL-0000058,C-00741,P3,6,2025-09-01T11:14:00,2025-09-08,S,PORTAL,ECM
ORD-000050,OL-0000059,C-00742,P2,72,2025-09-01T15:36:00,2025-09-08,SE,PORTAL,ECM
ORD-000051,OL-0000060,C-00748,P1,36,2025-09-01T09:01:00,2025-09-08,N,PORTAL,ECM
ORD-000051,OL-0000061,C-00748,P2,24,2025-09-01T09:01:00,2025-09-08,N,PORTAL,ECM
ORD-000051,OL-0000062,C-00748,P4,12,2025-09-01T09:01:00,2025-09-08,N,PORTAL,ECM
ORD-000052,OL-0000063,C-00750,P1,204,2025-09-01T11:12:00,2025-09-08,SE,PORTAL,ECM
ORD-000052,OL-0000064,C-00750,P2,48,2025-09-01T11:12:00,2025-09-08,SE,PORTAL,ECM
ORD-000053,OL-0000065,C-00751,P1,72,2025-09-01T15:48:00,2025-09-08,CO,PORTAL,ECM
ORD-000054,OL-0000066,C-00752,P2,42,2025-09-01T11:36:00,2025-09-08,SE,PORTAL,ECM
ORD-000055,OL-0000067,C-00757,P2,78,2025-09-01T19:34:00,2025-09-08,CO,PORTAL,ECM
ORD-000056,OL-0000068,C-00759,P2,54,2025-09-01T19:53:00,2025-09-08,S,PORTAL,ECM
ORD-000057,OL-0000069,C-00777,P3,30,2025-09-01T11:11:00,2025-09-08,SE,PORTAL,ECM
ORD-000058,OL-0000070,C-00786,P5,6,2025-09-01T11:02:00,2025-09-08,N,PORTAL,ECM
ORD-000059,OL-0000071,C-00789,P5,18,2025-09-01T09:45:00,2025-09-08,NE,PORTAL,ECM
ORD-000060,OL-0000072,C-00790,P3,48,2025-09-01T17:51:00,2025-09-08,SE,PORTAL,ECM
ORD-000060,OL-0000073,C-00790,P4,78,2025-09-01T17:51:00,2025-09-08,SE,PORTAL,ECM
ORD-000061,OL-0000074,C-00795,P3,6,2025-09-01T11:05:00,2025-09-08,SE,PORTAL,ECM
ORD-000062,OL-0000075,C-00798,P2,60,2025-09-01T15:05:00,2025-09-08,S,PORTAL,ECM
ORD-000063,OL-0000076,C-00807,P3,12,2025-09-01T11:09:00,2025-09-08,CO,PORTAL,ECM
ORD-000063,OL-0000077,C-00807,P5,6,2025-09-01T11:09:00,2025-09-08,CO,PORTAL,ECM
ORD-000064,OL-0000078,C-00001,P2,450,2025-09-02T09:39:00,2025-09-04,S,EDI,KA
ORD-000065,OL-0000079,C-00002,P1,1400,2025-09-02T13:19:00,2025-09-04,SE,EDI,KA
ORD-000065,OL-0000080,C-00002,P3,300,2025-09-02T13:19:00,2025-09-04,SE,EDI,KA
ORD-000066,OL-0000081,C-00003,P2,450,2025-09-02T17:54:00,2025-09-04,S,EDI,KA
ORD-000067,OL-0000082,C-00004,P1,1400,2025-09-02T17:59:00,2025-09-05,NE,EDI,KA
ORD-000067,OL-0000083,C-00004,P2,900,2025-09-02T17:59:00,2025-09-05,NE,EDI,KA
ORD-000068,OL-0000084,C-00005,P2,450,2025-09-02T15:53:00,2025-09-04,SE,EDI,KA
ORD-000069,OL-0000085,C-00006,P4,300,2025-09-02T15:39:00,2025-09-04,SE,EDI,KA
ORD-000070,OL-0000086,C-00008,P1,700,2025-09-02T15:07:00,2025-09-04,S,EDI,KA
ORD-000070,OL-0000087,C-00008,P3,300,2025-09-02T15:07:00,2025-09-04,S,EDI,KA
ORD-000071,OL-0000088,C-00009,P1,700,2025-09-02T19:50:00,2025-09-04,SE,EDI,KA
ORD-000071,OL-0000089,C-00009,P4,300,2025-09-02T19:50:00,2025-09-04,SE,EDI,KA
ORD-000072,OL-0000090,C-00011,P1,700,2025-09-02T13:15:00,2025-09-05,CO,EDI,KA
ORD-000072,OL-0000091,C-00011,P2,450,2025-09-02T13:15:00,2025-09-05,CO,EDI,KA
ORD-000073,OL-0000092,C-00012,P2,900,2025-09-02T15:38:00,2025-09-04,SE,EDI,KA
ORD-000073,OL-0000093,C-00012,P4,300,2025-09-02T15:38:00,2025-09-04,SE,EDI,KA
ORD-000074,OL-0000094,C-00016,P1,700,2025-09-02T09:17:00,2025-09-08,NE,EDI,DIS
ORD-000074,OL-0000095,C-00016,P4,300,2025-09-02T09:17:00,2025-09-08,NE,EDI,DIS
ORD-000075,OL-0000096,C-00017,P4,300,2025-09-02T15:52:00,2025-09-08,S,PORTAL,DIS
ORD-000076,OL-0000097,C-00020,P2,450,2025-09-02T15:03:00,2025-09-08,NE,EDI,DIS
ORD-000077,OL-0000098,C-00021,P1,700,2025-09-02T15:07:00,2025-09-08,CO,EDI,DIS
ORD-000078,OL-0000099,C-00022,P4,600,2025-09-02T19:19:00,2025-09-08,SE,EDI,DIS
ORD-000079,OL-0000100,C-00025,P2,450,2025-09-02T17:26:00,2025-09-08,S,PORTAL,DIS
ORD-000080,OL-0000101,C-00028,P2,450,2025-09-02T15:24:00,2025-09-08,S,EDI,DIS
ORD-000081,OL-0000102,C-00030,P1,1400,2025-09-02T15:01:00,2025-09-08,SE,EDI,DIS
ORD-000082,OL-0000103,C-00036,P2,900,2025-09-02T15:12:00,2025-09-08,SE,EDI,DIS
ORD-000082,OL-0000104,C-00036,P3,300,2025-09-02T15:12:00,2025-09-08,SE,EDI,DIS
ORD-000083,OL-0000105,C-00038,P2,450,2025-09-02T15:12:00,2025-09-08,CO,PORTAL,DIS
ORD-000084,OL-0000106,C-00042,P1,700,2025-09-02T15:09:00,2025-09-08,S,EDI,DIS
ORD-000085,OL-0000107,C-00082,P2,224,2025-09-02T15:08:00,2025-09-05,SE,TELEVENDAS,VAR
ORD-000086,OL-0000108,C-00130,P1,525,2025-09-02T19:46:00,2025-09-05,SE,PORTAL,VAR
ORD-000087,OL-0000109,C-00182,P2,224,2025-09-02T09:40:00,2025-09-05,S,TELEVENDAS,VAR
ORD-000088,OL-0000110,C-00200,P2,112,2025-09-02T11:26:00,2025-09-05,CO,TELEVENDAS,VAR
ORD-000089,OL-0000111,C-00212,P2,112,2025-09-02T15:06:00,2025-09-05,SE,TELEVENDAS,VAR
ORD-000090,OL-0000112,C-00217,P5,125,2025-09-02T13:53:00,2025-09-05,SE,PORTAL,VAR
ORD-000091,OL-0000113,C-00221,P1,175,2025-09-02T17:09:00,2025-09-05,CO,TELEVENDAS,VAR
ORD-000092,OL-0000114,C-00279,P4,225,2025-09-02T17:56:00,2025-09-05,SE,TELEVENDAS,VAR
ORD-000093,OL-0000115,C-00283,P2,112,2025-09-02T17:45:00,2025-09-05,NE,PORTAL,VAR
ORD-000094,OL-0000116,C-00287,P2,112,2025-09-02T09:01:00,2025-09-05,CO,TELEVENDAS,VAR
ORD-000094,OL-0000117,C-00287,P4,75,2025-09-02T09:01:00,2025-09-05,CO,TELEVENDAS,VAR
ORD-000095,OL-0000118,C-00326,P2,112,2025-09-02T19:28:00,2025-09-05,SE,PORTAL,VAR
ORD-000096,OL-0000119,C-00363,P1,175,2025-09-02T11:12:00,2025-09-05,N,PORTAL,VAR
ORD-000097,OL-0000120,C-00386,P4,75,2025-09-02T15:10:00,2025-09-05,S,TELEVENDAS,VAR
ORD-000098,OL-0000121,C-00402,P1,175,2025-09-02T15:37:00,2025-09-05,S,TELEVENDAS,VAR
ORD-000098,OL-0000122,C-00402,P3,75,2025-09-02T15:37:00,2025-09-05,S,TELEVENDAS,VAR
ORD-000099,OL-0000123,C-00455,P2,224,2025-09-02T17:29:00,2025-09-05,SE,PORTAL,VAR
ORD-000100,OL-0000124,C-00468,P2,112,2025-09-02T09:35:00,2025-09-05,S,TELEVENDAS,VAR
ORD-000101,OL-0000125,C-00482,P2,224,2025-09-02T17:32:00,2025-09-05,NE,TELEVENDAS,VAR
ORD-000102,OL-0000126,C-00527,P4,75,2025-09-02T19:53:00,2025-09-05,S,TELEVENDAS,VAR
ORD-000103,OL-0000127,C-00528,P2,112,2025-09-02T17:36:00,2025-09-05,N,PORTAL,VAR
ORD-000104,OL-0000128,C-00575,P4,75,2025-09-02T19:52:00,2025-09-05,SE,PORTAL,VAR
ORD-000105,OL-0000129,C-00580,P1,525,2025-09-02T15:56:00,2025-09-05,NE,PORTAL,VAR
ORD-000106,OL-0000130,C-00594,P4,75,2025-09-02T17:09:00,2025-09-05,NE,TELEVENDAS,VAR
ORD-000107,OL-0000131,C-00613,P4,75,2025-09-02T11:17:00,2025-09-05,NE,PORTAL,VAR
ORD-000108,OL-0000132,C-00615,P1,350,2025-09-02T09:48:00,2025-09-05,SE,PORTAL,VAR
ORD-000109,OL-0000133,C-00626,P1,175,2025-09-02T13:24:00,2025-09-05,S,TELEVENDAS,VAR
ORD-000110,OL-0000134,C-00627,P1,175,2025-09-02T11:03:00,2025-09-05,S,PORTAL,VAR
ORD-000111,OL-0000135,C-00628,P5,125,2025-09-02T11:27:00,2025-09-05,NE,PORTAL,VAR
ORD-000112,OL-0000136,C-00633,P3,225,2025-09-02T09:51:00,2025-09-05,SE,TELEVENDAS,VAR
ORD-000113,OL-0000137,C-00647,P2,36,2025-09-02T13:39:00,2025-09-09,N,PORTAL,ECM
ORD-000114,OL-0000138,C-00649,P3,30,2025-09-02T13:18:00,2025-09-09,NE,PORTAL,ECM
ORD-000115,OL-0000139,C-00656,P4,24,2025-09-02T17:47:00,2025-09-09,SE,PORTAL,ECM
ORD-000116,OL-0000140,C-00661,P5,30,2025-09-02T15:35:00,2025-09-09,NE,PORTAL,ECM
ORD-000117,OL-0000141,C-00677,P1,42,2025-09-02T11:30:00,2025-09-09,N,PORTAL,ECM
ORD-000118,OL-0000142,C-00679,P2,60,2025-09-02T11:47:00,2025-09-09,SE,PORTAL,ECM
ORD-000119,OL-0000143,C-00680,P4,48,2025-09-02T11:49:00,2025-09-09,NE,PORTAL,ECM
ORD-000120,OL-0000144,C-00685,P5,48,2025-09-02T15:53:00,2025-09-09,SE,PORTAL,ECM
ORD-000121,OL-0000145,C-00686,P1,180,2025-09-02T09:07:00,2025-09-09,SE,PORTAL,ECM
ORD-000122,OL-0000146,C-00689,P2,78,2025-09-02T13:32:00,2025-09-09,SE,PORTAL,ECM
ORD-000122,OL-0000147,C-00689,P4,18,2025-09-02T13:32:00,2025-09-09,SE,PORTAL,ECM
ORD-000123,OL-0000148,C-00691,P1,162,2025-09-02T11:15:00,2025-09-09,NE,PORTAL,ECM
ORD-000124,OL-0000149,C-00698,P2,66,2025-09-02T11:22:00,2025-09-09,NE,PORTAL,ECM
ORD-000125,OL-0000150,C-00700,P2,120,2025-09-02T11:19:00,2025-09-09,SE,PORTAL,ECM
ORD-000126,OL-0000151,C-00703,P2,114,2025-09-02T09:40:00,2025-09-09,S,PORTAL,ECM
ORD-000127,OL-0000152,C-00712,P3,12,2025-09-02T13:29:00,2025-09-09,N,PORTAL,ECM
ORD-000128,OL-0000153,C-00717,P1,84,2025-09-02T11:03:00,2025-09-09,CO,PORTAL,ECM
ORD-000129,OL-0000154,C-00723,P3,54,2025-09-02T17:03:00,2025-09-09,S,PORTAL,ECM
ORD-000129,OL-0000155,C-00723,P4,6,2025-09-02T17:03:00,2025-09-09,S,PORTAL,ECM
ORD-000130,OL-0000156,C-00724,P3,36,2025-09-02T15:02:00,2025-09-09,SE,PORTAL,ECM
ORD-000131,OL-0000157,C-00727,P3,60,2025-09-02T13:21:00,2025-09-09,SE,PORTAL,ECM
ORD-000132,OL-0000158,C-00728,P1,126,2025-09-02T19:16:00,2025-09-09,S,PORTAL,ECM
ORD-000133,OL-0000159,C-00748,P4,6,2025-09-02T09:34:00,2025-09-09,N,PORTAL,ECM
ORD-000134,OL-0000160,C-00751,P2,24,2025-09-02T13:46:00,2025-09-09,CO,PORTAL,ECM
ORD-000134,OL-0000161,C-00751,P3,18,2025-09-02T13:46:00,2025-09-09,CO,PORTAL,ECM
ORD-000135,OL-0000162,C-00757,P2,48,2025-09-02T09:52:00,2025-09-09,CO,PORTAL,ECM
ORD-000135,OL-0000163,C-00757,P4,18,2025-09-02T09:52:00,2025-09-09,CO,PORTAL,ECM
ORD-000135,OL-0000164,C-00757,P5,18,2025-09-02T09:52:00,2025-09-09,CO,PORTAL,ECM
ORD-000136,OL-0000165,C-00759,P2,18,2025-09-02T15:44:00,2025-09-09,S,PORTAL,ECM
ORD-000137,OL-0000166,C-00771,P2,66,2025-09-02T15:49:00,2025-09-09,NE,PORTAL,ECM
ORD-000138,OL-0000167,C-00778,P4,60,2025-09-02T19:16:00,2025-09-09,SE,PORTAL,ECM
ORD-000139,OL-0000168,C-00784,P4,36,2025-09-02T15:42:00,2025-09-09,S,PORTAL,ECM
ORD-000140,OL-0000169,C-00787,P4,12,2025-09-02T17:45:00,2025-09-09,SE,PORTAL,ECM
ORD-000141,OL-0000170,C-00803,P5,12,2025-09-02T15:01:00,2025-09-09,S,PORTAL,ECM
ORD-000142,OL-0000171,C-00816,P1,108,2025-09-02T11:23:00,2025-09-09,SE,PORTAL,ECM
ORD-000143,OL-0000172,C-00002,P1,700,2025-09-03T19:05:00,2025-09-05,SE,EDI,KA
ORD-000144,OL-0000173,C-00003,P1,1400,2025-09-03T15:13:00,2025-09-05,S,EDI,KA
ORD-000144,OL-0000174,C-00003,P2,450,2025-09-03T15:13:00,2025-09-05,S,EDI,KA
ORD-000144,OL-0000175,C-00003,P4,300,2025-09-03T15:13:00,2025-09-05,S,EDI,KA
ORD-000145,OL-0000176,C-00004,P1,700,2025-09-03T17:51:00,2025-09-08,NE,EDI,KA
ORD-000145,OL-0000177,C-00004,P2,450,2025-09-03T17:51:00,2025-09-08,NE,EDI,KA
ORD-000145,OL-0000178,C-00004,P3,300,2025-09-03T17:51:00,2025-09-08,NE,EDI,KA
ORD-000145,OL-0000179,C-00004,P4,300,2025-09-03T17:51:00,2025-09-08,NE,EDI,KA
ORD-000146,OL-0000180,C-00005,P5,500,2025-09-03T17:36:00,2025-09-05,SE,EDI,KA
ORD-000147,OL-0000181,C-00008,P4,300,2025-09-03T19:37:00,2025-09-05,S,EDI,KA
ORD-000148,OL-0000182,C-00009,P4,300,2025-09-03T17:58:00,2025-09-05,SE,EDI,KA
ORD-000149,OL-0000183,C-00010,P4,300,2025-09-03T11:32:00,2025-09-08,CO,EDI,KA
ORD-000150,OL-0000184,C-00011,P1,700,2025-09-03T09:40:00,2025-09-08,CO,EDI,KA
ORD-000150,OL-0000185,C-00011,P2,450,2025-09-03T09:40:00,2025-09-08,CO,EDI,KA
ORD-000151,OL-0000186,C-00012,P1,1400,2025-09-03T15:56:00,2025-09-05,SE,EDI,KA
ORD-000151,OL-0000187,C-00012,P2,1350,2025-09-03T15:56:00,2025-09-05,SE,EDI,KA
ORD-000151,OL-0000188,C-00012,P3,300,2025-09-03T15:56:00,2025-09-05,SE,EDI,KA
ORD-000151,OL-0000189,C-00012,P4,300,2025-09-03T15:56:00,2025-09-05,SE,EDI,KA
ORD-000152,OL-0000190,C-00016,P1,700,2025-09-03T19:18:00,2025-09-09,NE,EDI,DIS
ORD-000153,OL-0000191,C-00017,P4,300,2025-09-03T13:58:00,2025-09-09,S,PORTAL,DIS
ORD-000154,OL-0000192,C-00019,P4,300,2025-09-03T15:00:00,2025-09-09,NE,PORTAL,DIS
ORD-000155,OL-0000193,C-00020,P2,450,2025-09-03T15:20:00,2025-09-09,NE,PORTAL,DIS
ORD-000156,OL-0000194,C-00022,P3,300,2025-09-03T09:50:00,2025-09-09,SE,PORTAL,DIS
ORD-000157,OL-0000195,C-00023,P5,500,2025-09-03T19:34:00,2025-09-09,SE,PORTAL,DIS
ORD-000158,OL-0000196,C-00024,P1,1400,2025-09-03T15:04:00,2025-09-09,SE,PORTAL,DIS
ORD-000159,OL-0000197,C-00028,P1,700,2025-09-03T11:35:00,2025-09-09,S,EDI,DIS
ORD-000159,OL-0000198,C-00028,P2,450,2025-09-03T11:35:00,2025-09-09,S,EDI,DIS
ORD-000160,OL-0000199,C-00029,P2,900,2025-09-03T13:58:00,2025-09-09,SE,EDI,DIS
ORD-000160,OL-0000200,C-00029,P4,300,2025-09-03T13:58:00,2025-09-09,SE,EDI,DIS
ORD-000161,OL-0000201,C-00036,P1,700,2025-09-03T09:46:00,2025-09-09,SE,PORTAL,DIS
ORD-000162,OL-0000202,C-00038,P4,300,2025-09-03T15:36:00,2025-09-09,CO,EDI,DIS
ORD-000163,OL-0000203,C-00039,P3,300,2025-09-03T11:10:00,2025-09-09,NE,EDI,DIS
ORD-000164,OL-0000204,C-00042,P3,300,2025-09-03T09:58:00,2025-09-09,S,PORTAL,DIS
ORD-000165,OL-0000205,C-00046,P4,300,2025-09-03T11:15:00,2025-09-09,SE,EDI,DIS
ORD-000166,OL-0000206,C-00053,P3,75,2025-09-03T19:27:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000167,OL-0000207,C-00079,P4,375,2025-09-03T11:57:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000168,OL-0000208,C-00128,P4,75,2025-09-03T11:57:00,2025-09-08,N,TELEVENDAS,VAR
ORD-000169,OL-0000209,C-00168,P2,336,2025-09-03T17:00:00,2025-09-08,NE,PORTAL,VAR
ORD-000170,OL-0000210,C-00258,P4,150,2025-09-03T19:18:00,2025-09-08,NE,PORTAL,VAR
ORD-000171,OL-0000211,C-00271,P1,175,2025-09-03T11:37:00,2025-09-08,NE,PORTAL,VAR
ORD-000172,OL-0000212,C-00284,P5,125,2025-09-03T09:25:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000173,OL-0000213,C-00287,P4,75,2025-09-03T09:42:00,2025-09-08,CO,TELEVENDAS,VAR
ORD-000174,OL-0000214,C-00312,P5,125,2025-09-03T17:48:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000175,OL-0000215,C-00365,P3,75,2025-09-03T15:36:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000176,OL-0000216,C-00372,P1,350,2025-09-03T17:16:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000177,OL-0000217,C-00400,P3,75,2025-09-03T19:58:00,2025-09-08,S,TELEVENDAS,VAR
ORD-000178,OL-0000218,C-00414,P2,224,2025-09-03T19:21:00,2025-09-08,SE,PORTAL,VAR
ORD-000179,OL-0000219,C-00417,P2,224,2025-09-03T15:12:00,2025-09-08,S,TELEVENDAS,VAR
ORD-000180,OL-0000220,C-00422,P4,150,2025-09-03T17:23:00,2025-09-08,S,TELEVENDAS,VAR
ORD-000181,OL-0000221,C-00469,P1,175,2025-09-03T17:16:00,2025-09-08,S,PORTAL,VAR
ORD-000182,OL-0000222,C-00473,P2,112,2025-09-03T15:07:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000183,OL-0000223,C-00491,P1,175,2025-09-03T19:23:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000184,OL-0000224,C-00494,P3,150,2025-09-03T15:48:00,2025-09-08,NE,TELEVENDAS,VAR
ORD-000185,OL-0000225,C-00514,P2,112,2025-09-03T17:25:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000186,OL-0000226,C-00538,P2,112,2025-09-03T09:13:00,2025-09-08,CO,PORTAL,VAR
ORD-000187,OL-0000227,C-00539,P1,175,2025-09-03T11:21:00,2025-09-08,CO,TELEVENDAS,VAR
ORD-000188,OL-0000228,C-00559,P1,175,2025-09-03T09:07:00,2025-09-08,SE,PORTAL,VAR
ORD-000189,OL-0000229,C-00560,P1,175,2025-09-03T09:36:00,2025-09-08,S,TELEVENDAS,VAR
ORD-000190,OL-0000230,C-00567,P1,350,2025-09-03T13:24:00,2025-09-08,SE,PORTAL,VAR
ORD-000191,OL-0000231,C-00578,P3,75,2025-09-03T15:11:00,2025-09-08,CO,TELEVENDAS,VAR
ORD-000192,OL-0000232,C-00597,P2,112,2025-09-03T17:41:00,2025-09-08,SE,TELEVENDAS,VAR
ORD-000193,OL-0000233,C-00607,P1,175,2025-09-03T19:14:00,2025-09-08,NE,TELEVENDAS,VAR
ORD-000194,OL-0000234,C-00653,P4,24,2025-09-03T11:27:00,2025-09-10,CO,PORTAL,ECM
ORD-000195,OL-0000235,C-00656,P2,30,2025-09-03T13:20:00,2025-09-10,SE,PORTAL,ECM
ORD-000196,OL-0000236,C-00674,P1,66,2025-09-03T11:11:00,2025-09-10,NE,PORTAL,ECM
ORD-000196,OL-0000237,C-00674,P2,66,2025-09-03T11:11:00,2025-09-10,NE,PORTAL,ECM
ORD-000196,OL-0000238,C-00674,P3,36,2025-09-03T11:11:00,2025-09-10,NE,PORTAL,ECM
ORD-000196,OL-0000239,C-00674,P4,24,2025-09-03T11:11:00,2025-09-10,NE,PORTAL,ECM
ORD-000197,OL-0000240,C-00677,P2,24,2025-09-03T19:38:00,2025-09-10,N,PORTAL,ECM
ORD-000198,OL-0000241,C-00679,P1,174,2025-09-03T13:40:00,2025-09-10,SE,PORTAL,ECM
ORD-000199,OL-0000242,C-00689,P5,36,2025-09-03T09:47:00,2025-09-10,SE,PORTAL,ECM
ORD-000200,OL-0000243,C-00698,P2,60,2025-09-03T11:15:00,2025-09-10,NE,PORTAL,ECM
ORD-000201,OL-0000244,C-00704,P4,24,2025-09-03T15:03:00,2025-09-10,NE,PORTAL,ECM
ORD-000202,OL-0000245,C-00710,P1,30,2025-09-03T09:30:00,2025-09-10,N,PORTAL,ECM
